"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",618,211,74,281,131,267,266,349,276,353,224,146,327,568,977,443,91,674,166,212,906,375,120,1019,473,189,986,93,834,1040,120,63,119,732,438,702,372,203,806,258
"g2",3498,1724,1328,2176,856,1329,6440,3161,1365,1632,3601,3730,3155,1680,3331,1518,1477,2531,1847,1746,12336,887,4465,2489,7707,1449,6268,6461,2513,4106,3622,4845,1592,8700,824,1902,2382,4448,5604,2024
"g3",2164752,1506273,718909,3834684,297447,2048981,1418910,3070143,3853821,704193,3324705,1825215,2624329,877692,2346343,450533,1983588,3538648,2484706,1670988,1387399,797191,1779307,7847141,5404974,1120927,6498350,9288451,3085383,4595578,2173298,1628575,2486266,7527429,1286649,4495447,8907340,1881860,6795228,1370027
"g4",6469,4423,5248,3550,3595,2147,4329,3525,4722,1893,11195,2414,5239,2124,2980,1601,1630,7723,5249,4545,3763,10989,3309,12343,12618,1004,7030,16520,1793,5554,9050,3675,1912,4964,4558,2159,14400,5218,8048,1323
"g5",46504,1805,2348,340,95,13198,15537,36096,1929,12838,154207,123033,45,6984,7490,2450,0,2969,21627,6674,643,20272,8506,144791,82980,9,2176,77882,867,86280,68666,157,52007,42,5548,25430,81854,1355,3975,12916
"g6",303,882,42,644,71,617,604,1976,1069,135,1006,552,560,433,166,1131,729,3618,484,601,331,180,289,618,246,115,1788,1204,558,1378,1522,575,62,2553,1484,3379,350,1015,1513,2554
"g7",30488,10834,25111,22025,5888,34112,35098,16206,58997,26926,40302,17422,27339,6090,80839,42026,32081,38612,49980,7394,180951,2975,25769,63954,46896,11168,9497,87575,9963,12903,42206,37310,46126,80186,36268,45469,22115,22106,32880,34119
"g8",68468,41383,78810,63412,62772,43590,70714,97047,101761,74160,81096,106329,59890,54663,84011,49923,33385,101632,55699,37968,108590,31869,68426,47868,62008,59483,85848,56029,34851,72836,74480,25156,25748,137288,78257,55023,91540,21347,74998,43406
"g9",66798,12185,58645,26921,143997,100469,303888,97442,69512,148583,106383,50537,82332,234605,121703,201129,63980,129305,133136,153761,233529,333638,19862,244662,87422,288422,484710,371666,113861,89848,159476,309599,196843,395231,125756,286247,522336,230870,1261082,169811
"g10",8697,2454,1115,49,57,2879,439,45,154,5590,32406,1143,1036,341,1470,5,5357,2850,37,1959,7698,491,288,18,62,1967,7824,1510,1102,2885,3172,2868,917,13173,4142,476,24377,252,14518,19
"g11",2064,6439,79,280,16,3,1,11,235,0,57,204,103,12,82,0,58,5,260,75,468,0,5,733,0,59,0,1064,0,123,308,0,55,3603,189,6,273,864,37,212
"g12",4,992,348,919,194,131,10,460,1409,679,692,118,21,110,1288,104,2,889,875,743,3747,62,181,218,352,192,1026,398,2,896,228,52,52,138,152,42,1538,191,65,108
"g13",70,156,0,117,197,2,560,10,713,227,205,1,1592,29,1258,27,0,8,4,83,14,151,1,3960,0,3,23,19090,38,797,8516,0,0,1114,114,0,0,30,768,422
"g14",61,86,1111,710,184,448,467,335,59,67,247,396,314,620,1619,80,34,236,465,766,2724,545,391,2935,1934,2141,568,4832,410,1236,1098,1034,990,135,1309,3207,212,126,487,1367
"g15",6016,24372,2555,18667,9429,19349,9224,6222,31321,10693,2712,1422,10716,26083,7893,3940,2051,3621,3733,91,86785,11568,9040,3331,14216,31130,70850,1906,16741,66048,22186,20480,1660,19181,31195,53645,21551,975,44253,8078
"g16",154507,66382,156244,187063,103343,85027,138802,170637,171317,102071,240892,88454,65983,140011,136127,48771,58463,214204,137349,87458,173984,114682,166300,188868,379701,129293,153538,295308,44202,243747,312976,135786,200727,347453,352531,257880,200634,105262,242103,180829
"g17",89710,97982,81923,142169,100389,59139,107730,83553,126503,62035,83930,95763,108389,95851,84988,95526,94858,135933,106355,77590,329248,62055,108852,258307,57340,64899,306040,99993,72292,164664,158582,51862,131595,264898,75366,67078,153535,108686,346656,120042
"g18",7895,27625,8072,21775,31684,3736,13689,26865,16090,14420,23704,12147,15928,18753,24784,9965,4557,25200,26427,5358,10563,16169,4382,10163,8137,3230,17366,7355,17381,1287,36934,6684,7013,5066,16453,20209,3954,13356,25598,11082
"g19",220490,251200,115836,134940,120707,270686,113545,346204,328663,343092,272043,190057,105926,172449,139871,218400,100761,224408,115991,111121,256031,110202,107751,105527,98363,43826,100694,292382,146952,174284,295122,76113,146616,235631,225577,95412,37466,58072,184928,58530
"g20",169917,251813,64010,130902,65999,61450,192724,163348,90655,96550,166747,130691,105188,113316,98701,110440,89148,153107,121680,80662,225246,41737,88530,98485,100932,44473,100791,187798,93294,214017,86416,39932,57078,165750,130749,81251,91836,103530,113616,41608
"g21",17874,132027,108419,98900,102016,4113,93889,77907,15641,179784,279439,58191,14189,77457,51364,43197,33809,19759,256580,6156,399924,40002,10474,104911,17882,21661,32746,17500,105800,17805,39140,40382,109164,14085,6876,32487,83220,3696,122952,109178
"g22",180544,663988,175537,298943,477932,317769,271718,458532,327571,186172,139460,508138,294811,194866,262674,235501,98797,229984,211402,212614,250754,128458,127371,227309,164347,157556,256969,361086,145785,146720,126723,70544,118482,281757,89563,109445,168277,109141,83054,157935
"g23",45344,37698,35672,53087,15248,24472,58300,30275,45896,32786,42523,41079,30664,24816,84788,11158,34564,98939,47578,21042,72848,35453,64309,67331,103302,31027,145380,300567,47691,56135,93932,47007,94336,142334,83334,70383,110862,37605,48695,56679
"g24",1185,1785,1445,2588,382,1668,2000,1030,1444,1170,1985,1812,4530,659,2397,2553,1886,1822,4545,715,4809,2190,1550,528,3515,745,2512,4904,731,2319,4624,914,1098,4820,1434,89,1421,435,1031,816
"g25",984,390,885,337,85,837,804,689,34,261,214,344,278,431,88,391,354,475,381,536,1433,107,745,943,1638,26,677,843,535,459,954,384,151,1311,334,279,593,520,902,218
"g26",29500,28218,29229,57528,30837,22138,44131,32693,59273,25785,51820,49456,30177,16786,58046,42328,19918,37908,53159,32991,116098,16851,25688,51236,49998,22263,65592,38544,20166,39838,54270,19497,21043,42732,23385,30264,19618,24189,67864,29094
"g27",61326,57136,48799,128060,50714,45754,80373,132518,64305,65023,104672,129348,73155,52601,84713,70837,29849,96081,78172,66569,76428,47973,47123,44672,27107,13805,51129,115926,60188,60416,56976,31706,36810,85049,45681,34551,57692,22606,150858,18428
"g28",24593,48331,43777,130369,30793,58318,85320,47195,39958,54265,57166,23938,18691,51107,109389,26007,26289,46520,18630,96348,21656,27145,11502,65319,29292,12063,57110,58094,51552,37014,30032,19428,24398,100172,66943,34542,72812,17989,42468,23759
"g29",462,461,2783,252,1703,6583,8677,352,4915,6610,7629,8326,2413,7984,479,5027,1891,3104,4796,1552,8630,553,5888,6768,10082,1363,2300,4476,4167,11724,200,358,3711,12508,5361,14385,80,6715,6784,1528
"g30",154214,68729,93076,140621,68269,117161,95756,97421,149454,62616,131177,170841,181477,128322,76477,107500,103934,154395,76300,63709,211672,144933,152242,100986,357968,39487,139000,631863,103609,286473,195020,79072,56113,145684,218310,58426,140545,41072,90662,88704
"g31",3382,2886,11332,13353,8265,4509,5021,5259,4657,8493,9391,6325,7913,16423,10991,8419,12663,8382,7522,17918,11679,15244,2477,12421,11945,10860,5262,21995,16605,6762,27014,5408,3727,2987,16977,9850,15806,1984,20754,1340
"g32",65496,13438,94104,98154,166494,1322,1002,35948,175563,86649,84947,53497,24170,24955,229633,135151,155585,128624,324824,85613,50615,99513,41362,109561,393905,357310,13322,195944,662439,649020,433250,338774,63547,522698,143625,303674,418485,40012,27407,50685
"g33",62414,271061,64601,48008,126025,59376,87763,166287,263977,144558,117396,93456,205838,184408,66055,107552,41258,163452,205604,50204,294300,267019,270950,196342,443872,212186,587163,785501,567552,144386,270266,210473,32288,778403,289023,360757,72532,254632,161698,626181
"g34",17883,10537,809,19105,8574,8381,3216,2110,20776,5226,5235,41936,17595,12785,4349,11691,5172,6838,29534,34094,127908,5129,23422,54126,26088,19998,35046,115416,8113,38721,200,2665,7905,2678,46931,11576,9490,1993,54128,6225
"g35",4772,2195,755,2258,1003,719,1657,1761,2333,1828,934,980,1193,776,4269,2115,775,4168,2613,2615,2076,3000,1173,2173,5594,447,1544,2522,710,2474,872,312,1365,3381,1996,2593,2152,2176,1308,1294
"g36",560,501694,11411,47926,109459,11688,1360,204773,17957,16154,92307,104191,3247,23,335038,1309,1037,60032,14038,6896,392244,973,12090,9045,75323,83377,6711,450401,71357,19373,2806,25125,21803,24884,30637,99764,26984,1249,256000,463
"g37",4366,29668,1185,0,11,1390,123,0,4901,353,4,794,1336,0,27981,7356,18032,1076,3318,415,10404,10453,188,470,234,19494,8886,1830,576,5772,7608,7079,6905,72003,931,9,73192,2332,297,1065
"g38",939,2213,547,1951,944,847,2584,1705,3152,1187,2631,1829,851,2245,906,463,2647,4466,416,1180,3075,636,389,2046,782,1712,1716,7262,1794,11680,4426,878,896,1518,2169,326,2178,3595,2825,2963
"g39",93165,104327,98058,111260,76193,112334,174841,90920,195676,122318,229781,103257,122823,87280,183980,38525,137727,161543,237160,64150,107180,271912,603189,560893,388306,272868,1185303,369362,527662,316296,285606,241062,96922,359556,294001,302426,275522,96369,212084,446590
"g40",136759,165664,164288,89767,35876,298469,132043,90656,107505,90388,414674,282385,66730,119214,106368,82136,50039,135718,181469,112067,314310,103161,184203,56238,204430,24657,197913,78806,430275,572747,310782,63440,54265,343180,184797,362092,42567,92185,183121,32444
"g41",170,10319,6670,6507,8898,5885,5745,4096,13675,1835,30615,3484,22759,3277,10266,8311,4696,14070,8805,3461,29583,22966,1241,16254,2180,18269,7676,28881,17160,86084,51624,3807,7203,20602,10069,4642,60302,23469,11301,5929
"g42",74956,40984,51289,138329,52232,31294,39623,62954,49420,88816,29501,44526,59799,131916,36471,64836,35295,44814,94112,72005,97770,29470,123723,98663,81785,20977,65421,238098,172308,113607,108758,18049,93336,45504,95808,45369,98969,23169,149824,52946
"g43",42885,60574,19789,16780,27260,39605,119047,24531,186625,133968,55627,16002,20394,40609,49696,28074,28267,4957,12779,48942,45549,17521,55847,33151,35755,7989,16809,12771,123640,100884,51794,23654,5967,14571,11978,53116,17971,41755,39236,72882
