"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",280,380,501,393,540,150,1011,404,831,328,356,145,1089,519,1130,218,918,177,266,385,1656,665,715,302,1211,1046,1110,1386,126,936,2386,785,125,1316,901,334,506,831,1372,236
"g2",670,4658,2195,3089,1378,3388,3931,4570,5732,1216,1309,2074,3298,3338,2323,2004,2881,1975,2585,2731,11064,2156,615,1990,7011,2410,3486,4053,4026,486,494,2655,774,5116,3168,1487,4520,2344,6108,2062
"g3",1122529,4337150,5324445,2138188,1953931,946960,2986010,977815,1844600,2174471,1248941,731473,1082577,1939966,1505798,1416983,1421661,1559888,2445552,2205078,1455727,1918311,973633,3710661,1458072,1864394,1574720,9749352,1888044,1509326,5039112,2909558,1154651,2132777,4825308,1683631,5698384,3961588,10972385,2641802
"g4",3611,2961,4406,4248,2670,2692,6702,8077,6957,3155,1126,4082,4764,2473,3172,1628,3257,3698,1490,1540,3388,4574,3686,8784,2368,1976,3552,15859,5391,4628,12836,2665,1561,3756,16158,1328,11834,3048,23398,7007
"g5",28595,2475,87037,6827,2961,0,29165,348,13567,5935,9674,17800,6079,650,1417,0,114440,1574,3591,10610,11407,17663,436,5789,7094,1472,1052,2191,4547,8520,11782,3596,27160,50267,1334,2060,52740,43285,90,230
"g6",311,145,1299,576,954,1128,416,41,490,37,992,113,2365,399,349,971,280,1210,1258,210,864,57,636,2858,11060,442,976,3220,2234,4110,2894,356,601,6842,2916,1472,356,974,5250,1847
"g7",30762,34460,15433,155911,96617,55877,53354,126419,20294,21602,19664,7874,87603,40154,42073,34501,82012,23277,43666,48322,145770,2015,33197,19013,90043,25608,40630,51147,55869,25140,44886,22812,15693,178164,29465,50141,31532,26505,23718,10517
"g8",52508,63642,73086,58862,49240,74341,61236,92617,67288,60200,40776,79781,90567,50986,61095,47163,77285,58768,61648,41482,62031,48959,32184,77750,184626,66720,88518,56860,71585,99330,183438,28364,57718,251740,92625,49897,258356,82397,180708,69318
"g9",63913,237697,115329,264025,74547,135898,145399,66957,60691,76290,80632,83375,118912,164137,108504,100102,166127,61519,44202,153858,182919,181717,215697,258766,110092,81267,189258,515829,218389,164140,540968,57173,52206,71538,72819,77481,204706,555063,217535,123293
"g10",483,1223,6028,0,404,14948,88732,4562,6126,30772,7664,0,1,5021,4247,11445,7815,3687,2097,132,9642,79,7865,491,476,860,14936,24,2842,11028,4750,158,7,228,2099,828,14645,248,16422,675
