"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",554,308,346,159,116,362,417,51,455,493,2619,839,479,838,4169,1026,2746,1598,432,696
"g2",3129,1753,889,1251,1095,846,2348,554,6149,3311,7143,1713,2190,3189,13094,2577,5194,3434,4031,5302
"g3",4115116,1047074,7428293,867283,2882200,1270548,2153330,2091304,1693973,2328587,1267545,1264769,491826,909971,2224654,497544,4028434,6174532,1670477,2821678
"g4",2821,558,5658,1779,1161,2122,3598,2349,1461,2673,37663,31461,13156,3531,40484,6826,13914,28445,15252,21506
"g5",5163,8527,63777,343,8497,3189,1412,189,31326,4447,465,23793,64,7988,12628,53516,8304,11949,48102,14954
"g6",183,39,503,425,1210,543,864,908,350,2242,300,113,62,113,496,62,2004,2842,320,2222
"g7",5277,11877,46164,21293,3448,14799,27941,53610,10791,11820,159288,8799,9999,54493,28315,44166,60772,63903,8084,25465
"g8",56156,31927,88298,63182,62270,40496,55328,60302,90859,73287,75629,55204,53606,39459,114188,55273,169170,34718,46006,81478
"g9",99166,69930,19154,303949,45636,27424,164312,175213,294229,107544,259058,102148,96895,142192,133120,456030,26928,119249,109304,88380
"g10",5209,10,7699,6,3,239,15463,1927,96,1973,16851,29934,1598,1453,20706,243,8484,2594,146,3392
"g11",0,89,74,66,85,0,879,460,0,205,132,1156,80,0,212,3982,0,126,482,84
"g12",700,9,446,335,443,815,639,25,101,475,1137,821,410,17,126,875,36,216,256,360
"g13",105,5,4,29,11,34,77,0,106,118,0,1,0,0,105,30,0,88,0,0
"g14",392,747,6,1054,107,154,88,248,17,697,1932,1452,155,190,94,742,698,1602,1302,650
"g15",22785,7355,6470,922,6886,5812,3423,198,7096,12663,15905,13533,11182,2623,276,2830,18944,5480,3768,5030
"g16",100466,57124,136948,98650,55112,73415,141069,154576,144377,144978,85475,107168,89254,43640,203477,121482,111736,111027,101840,137778
"g17",113114,59917,186173,145919,126928,69246,57635,55107,168113,119846,424525,137648,221849,134260,116650,104650,485743,127901,167373,328942
"g18",5385,8523,4665,8453,14075,4784,10400,6542,24160,7979,19226,12382,11143,11416,12654,2728,13988,28194,27129,28722
"g19",325857,123955,191632,188649,328918,85318,246700,128978,140779,190345,266645,70094,45689,102085,84735,226761,233783,126048,210657,158009
"g20",112465,87114,99812,60982,115032,62240,83251,61368,145521,158009,817707,401964,575813,272834,444958,338206,890007,1055418,506060,1110513
"g21",11707,5307,23585,15136,115704,54755,60352,18941,170961,9300,677604,1440,320197,80946,325826,59962,793664,635222,81468,341110
"g22",272170,331883,352068,211827,203360,123923,139628,203964,549825,258411,861828,113256,216718,474579,644249,210798,875673,221854,269799,339014
