"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",54,1168,428,984,403,316,805,305,401,738,139,238,197,870,43,313,246,472,680,244,306,294,297,372,791,364,480,482,336,434,524,337,96,1290,359,582,598,118,686,311
"g2",3274,1239,3559,1291,1860,3979,3900,1996,2667,1057,676,2517,1789,1159,4157,2128,2170,1994,6420,3347,6489,770,861,1250,1799,710,1426,1719,5102,2752,2570,4314,1349,6258,1508,2623,9478,4354,5750,2800
"g3",1181334,1073452,1043253,2277399,991038,3548425,2124557,849181,1133971,1403841,1560419,3806166,2060150,1723412,2606759,1189400,479356,1048436,1438843,1707132,727107,3238306,3523072,1257696,7327606,968919,2553776,14472017,3575012,5243930,2276080,1959249,764278,9883938,4248848,1587518,11244418,2071725,7837370,2061231
"g4",3080,5238,2308,3055,5519,3689,1976,2492,2592,6246,1314,3675,1929,6214,3055,4921,4286,1858,3867,2370,4173,1779,2303,3228,6552,1442,362,10259,1830,2860,1958,635,3851,3620,2066,1413,6098,2660,5513,2815
"g5",136,35792,18991,16809,14541,40372,3398,10907,2848,4389,10511,112,5628,117129,22813,16230,72041,3220,25555,14,879,7793,14418,13510,10912,1022,8428,13412,512,2672,12466,31276,13093,26,0,1137,18680,2213,56283,10933
"g6",58,942,562,738,2433,416,1382,32,177,129,318,572,89,2866,328,261,1044,547,2500,1847,179,743,888,280,1330,147,4674,1236,1341,1274,1134,581,719,429,116,1055,334,659,3120,555
"g7",31150,45763,62375,24537,25290,44403,19586,24472,22657,60035,66641,30784,26844,16573,14458,20482,102310,21089,24139,47046,204120,14710,33957,57368,25602,12708,7652,24983,17842,13945,19476,32180,11595,56150,25333,12276,31695,7186,138125,7930
"g8",56923,75782,90202,58810,97824,105042,53993,53285,30176,89243,46841,78948,43095,78947,41506,40484,61394,75376,69275,45100,216497,83278,40824,99151,142362,47358,66092,49076,83076,104080,101632,41825,84171,286093,112105,61039,179414,63076,142296,71471
"g9",192331,116483,65121,102604,100776,80311,122984,113667,321777,233244,61586,272389,73808,78764,157310,39422,108496,178233,312132,25568,163653,165408,114201,156150,246942,28749,135952,59673,81606,252198,82660,21890,131112,189984,51029,81443,281188,187225,201851,59180
"g10",149,5291,18,23,67,26548,9499,6432,1458,144,468,3047,872,7381,829,194,92,1907,17431,617,10749,9084,3427,2540,822,254,3080,44,2456,4739,690,29,90,770,316,2667,2999,51,3665,1888
"g11",186,0,30,0,1,204,68,0,9,140,922,1029,0,38,1941,8,2,0,629,336,372,10,880,5,362,1443,0,882,10,678,2,336,1622,790,173,2645,14,16,805,0
"g12",127,384,375,1166,15,1223,14,17,164,158,205,564,1023,292,224,330,550,611,176,419,309,650,157,688,84,160,58,524,772,47,834,21,95,8,13,867,222,263,103,202
"g13",42,177,21,1,149,30,197,0,0,160,0,1,60,0,25,12,34,0,8,214,238,0,0,53,186,447,0,568,704,48,378,196,1,152,61,97,237,206,2,1
"g14",38,1088,900,119,942,1187,356,743,375,314,257,185,520,465,665,116,208,273,306,1022,2352,274,741,400,658,532,746,1932,582,470,1102,596,68,468,572,1721,489,51,41,326
"g15",4749,15133,1115,1385,4184,6423,3778,14851,420,3938,5619,9865,703,7529,23957,1188,26516,10387,4751,2808,59683,12640,26407,28070,4403,66,19944,3224,3184,17150,20114,22034,25632,10187,7582,2598,20129,15248,33056,2405
"g16",162006,161922,107468,141341,133028,75395,211414,116028,102144,75877,121762,111638,154084,208962,165260,97611,171538,78289,172372,87843,122106,179235,113382,239329,369966,87041,83834,359801,235103,237590,264926,174924,130450,164646,58143,138064,212891,94530,268014,78808
"g17",106521,141730,109223,77251,91318,252769,79487,81901,70525,56172,31498,106314,82683,135219,192876,101023,91519,116387,152398,63217,230268,105207,70314,73622,112458,75915,101393,74055,92421,163396,148940,107212,139104,332104,60742,121126,82455,101805,242781,77871
