"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",311,474,480,1006,100,246,171,65,292,326,969,204,488,177,277,275,342,414,489,128
"g2",4521,3409,1181,1371,1366,3562,2899,603,3003,4397,6282,2500,1155,2027,3647,1707,5930,954,4847,3356
"g3",3109076,1760367,688848,3905498,1608373,1153074,882955,1143377,1099578,1605244,369331,1412993,1168520,1142464,5407648,602165,3394714,1558750,2451104,978650
"g4",5692,7034,2733,5351,1858,1619,2325,3059,3087,1763,2730,2204,5177,1925,4062,1028,3060,9874,3509,5848
"g5",167,3235,14369,176665,5811,772,3,39350,84,66977,209,635,37944,7616,48508,2290,6258,36897,69,36372
"g6",463,415,1444,740,227,431,955,250,773,556,892,2438,3614,2743,19036,330,488,7175,1878,2128
"g7",42475,123796,17181,65780,4899,73491,52641,17718,17048,19042,33351,29674,44308,32954,36669,28024,88556,33956,111813,9783
"g8",55562,83751,49596,76331,61499,52154,45392,51232,73379,43056,64308,63656,69316,53002,99558,51587,123258,33338,70393,138700
"g9",231466,214662,84540,140891,266575,127765,252154,266955,136771,77255,206168,85179,119415,25625,53174,102573,212024,65663,207626,146554
"g10",15424,13735,14,5200,241,5023,45,1722,230,0,11250,3826,47768,1637,0,15,94,442,732,10758
"g11",524,193,1171,2099,0,230,197,46,4,35,543,0,0,426,72,209,0,0,3878,68
"g12",77,154,515,357,60,220,179,1214,73,52,33,339,137,29,108,83,1370,974,2080,387
"g13",84,818,0,15,26,0,4,3,714,1,0,329,2,0,45,1,6,0,0,671
"g14",826,80,274,988,845,194,16,480,242,898,147,83,8,283,1682,370,362,550,86,164
"g15",23549,12063,4575,3280,4150,19687,2194,8658,7062,4712,24888,22667,7951,5294,18242,7162,15956,8554,17027,3344
"g16",95842,147942,58911,136205,108368,87836,116026,104497,119961,91026,322609,279516,472245,211949,464489,339102,331637,254322,316404,277601
"g17",89986,72250,88415,117237,75643,91832,81826,73860,123186,31205,96610,73270,140346,53491,54082,60302,131915,41223,56973,71960
"g18",16087,13725,9042,27188,3564,32184,15174,2687,6787,1765,5480,11860,9750,6440,3996,3584,29970,7988,15284,10539
"g19",230900,115198,99950,295696,146921,72759,181699,244271,255693,234667,573318,589563,404036,245793,312631,429373,247713,243465,679850,630327
"g20",136069,115385,111330,124294,56745,127134,106962,93711,94042,80775,224406,142245,47234,81735,146532,57590,116504,124548,230776,168315
"g21",42033,147834,195971,49616,4032,5644,30830,129198,770,13617,850577,3626,22051,67286,122644,16541,236940,102113,38,57257
"g22",255522,260304,167143,254998,199227,189502,406107,101162,202201,246606,630579,186031,371141,379169,1033030,59554,301421,698390,329386,405218
"g23",68051,48029,21106,29860,14987,22886,45831,31365,33843,31084,47358,53797,59881,42265,76689,16435,147750,90882,61643,80435
"g24",349,3206,2091,1418,203,274,1751,1126,1141,674,485,1286,345,524,8018,311,1356,1448,1311,8598
"g25",374,606,660,441,371,1135,859,226,197,553,743,144,474,101,1136,110,155,246,247,291
"g26",23892,25397,23511,65981,16612,35354,49768,16618,50520,32434,42560,14682,16605,24916,23072,14583,35828,31244,18886,36836
"g27",87539,45970,27887,70923,38268,61607,122056,95404,54581,79492,48729,43953,22522,26511,35082,8701,21264,57414,84080,36050
"g28",59553,24925,34607,16219,15021,37933,80209,24288,20554,39053,137787,76867,60915,14882,21131,62938,141936,66778,42478,48764
"g29",2223,10864,2145,5649,3934,2035,5861,8370,2768,6414,1906,3690,40,2075,7264,2505,5735,10068,845,7217
"g30",98765,115575,106546,90676,86163,63813,75252,78864,99321,48015,322634,138818,202984,83669,367390,51490,248174,407613,193846,363363
"g31",14069,5479,6360,3518,7747,3992,4643,2789,4241,5719,11508,5062,4673,3801,22633,7438,22953,14568,2412,7278
"g32",88940,38867,10529,106250,55937,27374,47541,82758,185611,79559,406598,269418,257514,98128,146132,133717,82160,42838,699315,312495
"g33",204404,16040,101859,299789,169895,129255,241069,112565,60326,181215,55871,225227,217804,59277,496712,113979,252567,191432,261366,72442
"g34",30548,33131,8087,21635,13629,21239,21907,11608,19508,4787,3279,22093,9492,10112,10553,13126,62346,32676,48535,69426
"g35",1368,3059,574,1362,1496,602,1799,2061,4397,2680,2007,1076,1352,548,4984,1536,887,4038,3640,2938
"g36",40771,7031,3406,295431,3509,15708,90776,61972,159233,2187,31253,4914,90803,17,11558,8,8591,113448,57414,89778
