"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",143,368,566,476,262,420,426,466,473,914,1029,310,188,597,1978,285,146,1646,1989,3632
"g2",1474,1562,4173,3822,5652,2731,1703,2009,3471,1814,2199,728,2200,1483,7144,1110,3124,6237,3114,1902
"g3",1776165,1995378,3406823,1784631,1887263,1955231,1939969,1385025,3791590,2554259,1979681,1385683,1702503,5410853,5991990,937510,3622476,16135168,1498686,5392030
"g4",1764,11429,3667,5621,2549,5394,3792,1138,4354,2453,1250,1380,3124,6928,6740,5188,11160,14049,1893,5722
"g5",13562,2,19516,90,8536,812,4428,26954,204,28891,45960,14601,1488,13792,159200,17857,13076,28903,201266,478
"g6",1768,595,772,1721,1216,339,864,760,232,408,532,1200,1233,540,1462,309,2516,655,464,566
"g7",17668,45684,18683,33642,19040,43959,29201,27266,11585,22745,52647,6458,40383,53644,9575,7053,34044,32972,21586,15735
"g8",52008,37226,68254,77606,52067,48555,64023,53304,93633,80626,50652,27915,52535,50191,68244,61660,103598,55285,41924,70148
"g9",169888,77906,161963,157933,146213,245743,27143,57322,92570,174675,348507,72955,154552,184226,188058,330282,437180,1019066,105578,283120
"g10",0,1067,18,4587,1181,2,26,12662,32,123,21,2410,21480,5198,26010,5710,12408,0,58,3963
"g11",0,142,1235,467,21,1568,5,3170,2,15,1557,0,2357,79,0,784,2058,3782,54,431
"g12",264,491,283,268,358,42,2777,323,257,2184,135,46,85,147,990,123,242,236,1250,782
"g13",91,0,188,0,84,1,1175,52,11,28,51,10,14,45,519,25,57,1230,435,0
"g14",469,595,481,503,1585,106,2006,639,164,720,4266,330,135,1071,20,503,814,208,288,524
"g15",17222,11376,5256,7794,10164,5712,11253,8449,5493,887,75,822,2825,7113,398,5820,4464,19420,544,31664
"g16",74813,88663,180650,272269,116866,90745,224848,140215,127157,165100,58764,34593,128432,86928,78845,90386,74996,267047,177608,93269
"g17",89249,48091,96021,105151,179484,181479,151801,36136,74846,40251,146773,34339,65366,101953,125788,129779,182225,75016,82178,85116
"g18",20355,6390,20513,14911,8495,21635,4718,12364,5220,27116,8199,6301,14769,36342,24843,1176,52838,31436,9282,13404
"g19",308412,139333,102697,184705,219857,151789,465665,177045,324727,199013,419540,196823,238732,262384,297884,234008,234674,373839,76226,300855
"g20",161926,74150,164318,113886,141829,157689,142216,55051,73111,98733,353187,35608,120613,78045,141088,50521,88625,171593,174158,182427
"g21",175007,99136,245389,97274,22581,49,6337,17779,64057,2306,251083,65864,41402,55385,16685,78839,137008,422947,20943,19891
"g22",447249,213992,264154,479368,216111,362065,434458,167911,384859,190630,164621,85245,66859,200125,112242,90825,154266,345112,176231,145492
"g23",20241,33738,35325,39590,25722,33003,33800,37200,56409,38200,77330,26104,20270,62276,93359,42456,182535,129573,52863,15886
"g24",1090,1463,3395,2986,2802,409,532,1756,2179,3177,728,496,1314,131,2895,1024,1998,1992,1797,2790
"g25",706,324,1267,241,678,162,970,511,411,420,185,99,350,544,858,119,960,744,331,518
"g26",67317,16068,36387,43897,37992,30311,36014,37968,55695,45170,62300,37435,52775,69784,56075,21827,116822,77554,25074,75386
"g27",37524,44922,116992,40806,71658,27751,38236,66469,55988,102659,60485,35896,14786,36259,67519,15816,63126,63224,113997,32882
"g28",78731,23957,18484,68535,90540,9762,53471,32448,18207,11792,56951,19866,43203,15064,68208,36191,119644,126818,63658,47202
"g29",4124,4908,4707,7572,10907,3353,2271,377,6195,84,2470,1674,287,7525,45496,5190,17380,4845,5427,90
