"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",283,264,740,375,63,184,208,410,871,474,3882,503,370,1184,2629,851,670,1562,1503,1542
"g2",2854,954,3826,3415,2094,908,2563,3899,1037,2277,19479,5966,2180,7105,35049,13311,8232,12765,7511,15734
"g3",695826,1216538,4505749,1301895,2784936,2046313,1110938,2060101,1228962,1846618,3073376,1800577,1777585,1090892,2082108,553701,1765094,4361249,3091664,5654096
"g4",3718,3993,7102,2379,811,4018,3126,4525,4838,4999,8361,2607,4234,10199,21564,1075,12674,22628,10428,30838
"g5",5935,1401,22210,23462,279,961,94,11344,235,73621,87249,16,15803,174,2872,4924,6138,3539,1904,42128
"g6",131,618,2106,278,919,290,255,1287,488,398,95,895,927,332,2386,681,552,28,449,1280
"g7",34695,30221,31021,10135,106868,51147,20631,42680,49745,22129,102000,8950,32307,18334,62207,35015,16030,29678,17117,34656
"g8",25106,85244,72038,37502,77321,44682,53118,88004,73620,76942,149859,59888,103411,124875,223590,89274,172566,69653,71719,296162
"g9",76289,64911,67473,95905,50079,175231,19205,234276,56028,99843,406238,201301,46709,137936,332054,381825,57530,14342,108122,276802
"g10",1047,2482,7540,194,34163,627,261,8490,3467,16482,12156,589,320,8140,2,126506,2326,9512,25520,1184
"g11",121,376,856,16,295,2,2,511,439,0,33,1139,0,80,18,223,8,90,2116,5
"g12",213,808,887,388,123,1,229,1531,245,502,537,38,129,410,452,231,142,702,346,119
"g13",0,437,14,93,1,0,10,266,127,82,39,85,9,533,1,10,104,10,265,432
"g14",283,195,224,194,109,78,340,257,1252,966,177,783,630,902,1974,948,2094,510,1072,1497
"g15",1607,2486,12486,3142,2661,502,1826,6166,1993,5490,31605,2642,62636,2468,17232,22323,40976,5186,7831,48226
"g16",117979,162580,111526,78781,203512,73372,91619,127254,169344,91898,101488,78957,194500,113863,137850,142670,52652,132542,187461,244085
"g17",21136,77988,111969,52338,112254,63558,26039,75945,96275,150036,307055,73274,98577,174502,152005,103085,184440,71886,73816,326942
