"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",22,76,300,811,161,751,357,417,301,126,484,553,303,752,323,93,365,75,899,304,855,41,389,366,420,310,446,327,239,860,800,134,53,574,396,272,512,461,598,630
"g2",1631,2241,1637,3817,1475,2485,1657,1706,2121,356,5033,2458,3495,1339,3157,1736,3058,1724,3080,2546,4854,970,1152,2807,9916,2749,3830,1704,3065,4894,11364,1071,517,8016,2313,1645,3618,4390,7636,3565
"g3",1474516,1988347,2016730,3288580,823494,3492661,764251,1781544,4205259,747205,738185,676342,1012741,1247788,1605163,637890,945067,1367009,1592613,482345,1046012,1086637,1288006,3147962,2408470,553725,1561260,3552875,2444540,4473384,4400578,1619309,1607196,3824996,2643752,1085964,1665986,2927504,3271633,1521381
"g4",1166,5561,2593,3578,6378,2889,1758,4989,1529,1959,3708,1831,1078,5837,4049,4177,3153,1837,4418,6546,3438,3233,3742,1994,6760,4799,3726,17367,3125,3272,10708,1399,5551,10731,1096,3909,16158,2825,16788,1929
"g5",13380,55661,846,1019,1819,3504,10411,35752,4737,15514,50069,7251,6569,10737,12107,6375,347,1555,12589,4412,4567,2260,6732,8185,34778,12402,8610,143973,2,1566,498,30985,19832,93,6119,88136,15766,4923,17540,11840
"g6",178,504,143,412,66,1581,986,1122,147,382,331,306,388,1756,2260,801,609,592,178,545,189,196,12,1058,1800,562,418,2510,830,3312,1032,34,97,2822,663,684,1254,1191,1155,338
"g7",13258,98447,91459,35624,12090,27709,22360,34147,22894,28140,29339,5987,7580,86747,38098,20702,33093,44564,51553,31247,120957,11663,12327,20729,64439,28933,6910,29174,12212,9551,92042,26388,2792,26098,23677,6105,28556,19356,106823,9329
"g8",58986,54741,97920,64111,65449,61328,65085,51386,77017,31577,78363,60808,50878,82663,80993,67686,53221,34195,60138,73029,78030,35884,59124,48618,71192,57555,90390,52551,49719,192032,129888,44997,56789,144368,73564,75017,235026,51560,74652,52119
"g9",78570,211456,160300,62587,91326,24226,158115,56949,113434,122544,217724,341947,52389,150980,242127,109821,75478,44423,191017,154909,72404,23314,98345,113403,173466,49955,95672,132963,24148,189670,58318,56029,48377,327005,145973,120468,280148,18178,52955,101519
"g10",68,12200,15,19926,14757,232,1012,2076,12092,6628,2169,109,97,459,694,73,5108,4,0,68,66,7,1006,8169,71986,7313,166,1734,10602,7904,1364,0,60,9180,6410,2208,2564,1082,1112,244
"g11",68,1707,24,18,106,9,433,41,699,1,53,1019,303,231,3,0,5,55,31,120,0,30,24,158,1418,171,508,2,22,59,1474,345,0,595,0,5,236,7,14,180
"g12",47,519,237,2406,789,691,705,749,22,34,474,65,309,286,393,59,2117,1312,281,512,3120,195,3,558,60,357,586,1582,100,3491,1278,805,362,1303,45,14,143,953,10,111
"g13",276,55,1,580,270,52,534,0,0,0,137,2,79,61,43,1,19,12,2,516,1123,121,16,1,87,65,0,100,0,105,0,0,1,0,0,0,435,0,540,14
"g14",561,644,872,78,232,723,163,497,195,1039,737,183,237,1330,961,213,429,352,771,802,672,137,359,652,388,312,1382,252,424,257,562,57,220,1135,1384,132,216,332,174,22
"g15",364,7728,13050,10838,8549,2719,6328,5597,13323,6848,2026,5806,11295,13770,2517,6430,2598,9520,13139,26044,51943,1905,8504,21234,2214,10977,9584,4904,18191,6314,11818,878,19644,8810,6559,29399,14360,1198,7650,3464
"g16",130130,127959,89205,104171,63915,162666,109250,118600,95378,133194,144686,126617,90661,156820,195242,100820,117429,34730,195913,184672,144726,104209,114360,120166,91445,206458,68672,162909,113370,174536,206738,111751,111410,117374,82054,91970,186573,63372,78249,86669
"g17",135942,157339,177269,70323,95710,62425,51206,131342,43433,124336,93272,75042,78069,108996,66506,47303,49696,82803,61948,127349,581275,77123,91732,174233,94621,100725,306340,129851,140611,334786,267248,122153,68888,330092,112983,196183,121039,91472,255729,122136
"g18",3866,8279,8735,8059,16272,4841,8088,13613,9490,6789,14035,5126,13848,11747,26562,14354,15544,8915,35541,18667,23330,6522,10464,29406,6302,4479,16748,40434,12081,16634,38008,7108,16247,14258,5381,18834,28506,20804,44360,28241
"g19",203821,192764,231069,117018,125327,165322,113469,169342,127775,140851,378793,135662,255648,201287,221085,183801,180221,134743,204215,231740,657513,607976,234642,403808,271232,513256,240516,517901,614499,838340,1151212,72338,179325,944247,693542,309684,494655,518837,604948,685799
"g20",84001,174178,108928,190782,108457,75452,100288,143319,64877,56476,154531,115676,88598,84550,147926,68327,96982,96475,102494,92631,742932,117244,151987,245001,427760,190598,217199,531933,228352,520008,488908,127909,128042,412190,279751,188320,340154,190640,301652,99135
"g21",47741,85732,64633,37904,34821,35481,89400,12685,9923,5413,22502,32682,15786,71169,6771,56930,89971,161439,140579,6746,651217,134956,307401,41209,131978,12768,330614,1081311,146940,3142734,4766,68249,195519,278805,141098,80040,2104,32746,833217,235168
"g22",312474,256619,185246,322777,178568,313452,129096,105047,238661,84899,406327,169352,36676,383149,356863,215803,166480,494748,188867,176068,421020,141145,121576,404363,316154,227580,126229,873388,415536,283823,1052582,152894,121594,976314,424344,226949,695402,156538,1079163,178595
"g23",22790,41158,73878,46537,35251,26205,25318,56133,29216,26781,14900,18340,28344,60449,31476,45283,47024,29759,38386,46107,46356,20788,24964,34226,37970,14371,93147,70680,29108,13852,71344,22422,55675,13926,29769,26391,25550,23985,35880,16459
"g24",1080,504,1250,1659,683,524,1046,999,916,1365,1710,1600,3143,1672,1110,1511,2801,1297,1006,1911,3332,851,1324,1487,1218,521,1980,4862,1644,1794,1504,693,649,9390,5994,628,1462,864,1346,1522
"g25",210,955,609,641,280,671,366,254,410,331,287,698,119,209,650,329,417,285,636,310,1043,341,678,1483,1622,330,627,2490,251,891,776,58,175,1457,219,547,1121,1044,1824,429
"g26",32700,24190,32773,39267,24022,26337,16669,25667,24665,28359,32697,25639,40884,30268,33700,27278,20919,24466,33513,43363,208560,55323,64049,61975,45876,75504,71238,100154,38458,113424,145834,24235,52762,92354,70193,74208,59799,98687,81078,26306
"g27",92295,82610,86621,83218,58493,104674,36937,71937,45217,18465,100667,23131,55605,106776,77021,55922,57796,78494,87547,122889,70007,65531,37215,65801,46343,23101,35947,134288,114959,71387,185410,62667,97193,102573,78414,19668,108404,35641,214770,26886
"g28",71658,11747,24907,45114,22030,42059,6741,31506,9175,8265,75960,28792,14131,73739,66298,55535,89609,7891,30018,55305,48695,59509,90173,129386,80151,67138,118994,141038,107740,224336,165258,54606,17859,79781,162532,66517,207104,66894,181732,15205
"g29",8377,5332,377,465,492,2976,1302,4997,1332,2192,3295,6852,6495,5407,2715,3509,574,2377,3322,2597,46166,7345,5911,1157,30076,12009,2563,2115,10529,16893,21444,2255,673,24028,8340,7165,5390,1644,16402,5118
"g30",39957,74640,94065,155179,103759,66966,47449,59061,84314,106274,105892,49702,95438,99008,99804,67535,47636,78187,57871,75510,416348,196835,279271,309217,309020,131993,101312,327663,246969,680415,449426,84751,84896,166753,338411,122269,133699,110810,191268,109714
"g31",3493,6980,3717,11095,6779,9069,1238,1274,18224,4062,7989,6896,17532,3339,11617,7825,6687,6056,8599,7027,69867,8975,7363,5516,11135,9193,9852,14700,4005,45774,34384,10843,2588,3153,20070,4932,5848,16367,24522,7796
"g32",1647,318502,12951,37718,40658,373056,69209,64762,50521,1972,41242,130385,41714,303000,53682,126388,6630,87174,86570,46714,678093,256392,42163,58677,41393,34285,81296,21218,388737,42612,73502,50847,20082,71526,35062,219430,615696,120335,208487,245714
"g33",273989,270990,77064,49238,40083,179848,41118,125406,314088,73988,84377,136378,242298,141838,224378,8913,62241,63225,330558,359599,354081,88039,150232,239453,178322,196432,46980,96150,374834,430648,611102,203058,50972,300884,361987,185366,372814,111066,398563,121443
