"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",290,579,350,245,362,68,702,90,274,508,129,202,629,624,782,826,528,287,158,143,171,452,326,36,574,162,484,132,323,608,208,462,144,258,290,199,772,104,1130,482
"g2",1286,934,3896,6246,2991,2693,3541,1986,2915,2395,1760,1549,3748,3898,3738,5022,1408,1633,1106,1450,5079,1607,1386,2259,7595,1515,8412,1554,2055,8510,6106,1384,1034,2694,2133,898,5076,4835,740,1961
"g3",1669951,1139898,2883546,2386857,1864916,997880,4506647,1991611,1295099,3024937,2073659,3546579,678883,2001183,1976169,859690,1669555,1359931,376620,1775754,3224232,2912358,3465309,1837662,3958666,2350480,3924022,9937414,1686047,3293578,2468906,3103759,2632108,3204902,3255205,2395276,5355954,1471675,7443508,1491859
"g4",6798,3239,5778,2304,5199,1598,6383,2313,3395,3449,2310,4113,2999,5174,5654,723,3288,2087,379,3435,5910,4098,7090,3155,4716,3138,8824,21018,6735,13360,2334,4209,2609,1766,1530,4104,3988,1469,6278,847
"g5",37904,6093,11052,5288,5839,5736,5248,36085,11829,66,7661,2833,53140,31446,12099,68251,190,692,10765,81864,14218,4683,16788,7854,9634,32,16522,47215,3,660,33592,442,4021,43445,212,39573,226,1132,124288,4109
"g6",425,807,973,82,361,234,659,579,216,457,2158,473,3223,742,1743,1350,1752,583,95,358,2154,466,846,101,678,557,2628,2205,1467,654,1348,86,2617,1958,402,1402,12466,754,465,1505
"g7",5629,22453,93361,50309,41809,12833,23937,38070,36346,24150,23278,9499,51685,14951,37806,10718,40463,44956,43694,20159,123156,66286,31226,64828,38920,54212,123939,277992,86087,221199,123606,147618,12014,17522,1783,17043,99343,50166,191430,53627
"g8",56582,62008,25093,43091,46843,53119,68205,45301,55528,51018,51959,42828,68201,45700,93189,67152,43337,44716,46711,53362,34995,57023,39858,46346,64618,56145,92040,33549,53658,63892,106150,43232,27661,92970,48153,39460,79456,36129,43290,45689
"g9",186250,131895,77642,133208,350687,182342,263658,48837,127120,56131,115801,100647,38779,254038,156438,169432,69199,98614,51054,45595,146982,155218,132371,152942,356010,452840,262376,126995,55160,181048,362558,92045,217150,113789,255555,94154,98488,85933,358995,42321
"g10",9006,594,1,898,1941,488,12622,530,8,28804,3746,1291,13869,309,638,5015,10510,13012,2968,0,882,264,10711,665,0,0,914,370,11500,3773,56,54,10530,10,946,77,13194,596,1164,10112
"g11",264,1143,5,51,14,177,41,42,369,4,1,0,88,870,290,631,388,131,59,0,492,683,514,770,700,1970,0,288,3040,15,18,0,0,1635,8,3,161,233,1,903
"g12",7,168,825,136,305,106,402,222,188,540,389,42,484,169,13,40,128,1069,815,229,474,630,362,1462,1274,144,1316,300,306,1547,2174,1512,58,178,490,903,1962,143,970,67
"g13",9,0,61,107,91,426,62,7,4,6,9,489,42,0,0,280,511,1,891,1635,0,3,77,50,1102,454,315,3,0,725,0,37,6,0,277,16,138,11,239,12
"g14",2000,107,65,96,133,242,89,20,1020,132,219,1369,952,36,790,352,196,932,136,673,204,1090,76,478,192,504,200,454,538,386,1422,412,240,83,347,89,74,213,19,514
"g15",3945,2240,9412,7340,11975,6603,22013,18011,7550,7050,4201,7320,3389,11402,1059,5589,4851,3247,3471,1591,20360,13750,2210,1710,10455,1056,5616,29782,7685,25558,20430,8175,1678,5768,6488,1123,9476,446,779,4069
"g16",73381,104211,79158,116479,118576,30260,164952,95922,58913,187023,222964,131987,93060,187307,159233,247175,83524,139106,55922,155416,121853,441241,221148,328847,204893,268558,246175,376839,481935,421814,342524,190963,220760,230945,540895,279736,407015,104961,134060,139309
"g17",71544,76556,95469,131904,132717,86978,120732,59035,99351,123483,71431,97291,51701,122593,151727,90667,32308,52965,108662,49656,268920,278903,253893,272893,434987,151105,328878,255670,170790,741778,419038,419272,79786,279058,153237,164563,295556,258244,125976,95846
"g18",3839,26790,5665,14475,8844,29418,19524,8623,8539,16554,14619,16993,17756,1932,8328,9355,1310,9107,6881,17537,16127,6476,20856,12576,10755,16215,9004,29544,9255,6747,14534,14755,7989,12954,18192,23720,24122,9752,17843,12458
"g19",106369,123406,162723,156349,189609,90533,332690,127099,116108,143843,220700,232412,196996,326001,198929,241889,68239,155004,212297,129224,357225,168082,199181,140313,90758,175949,219153,105854,309606,234791,265412,334348,183548,129966,153938,169069,163652,99772,170768,139896
"g20",110525,93821,54472,90111,144520,139004,158173,61901,119448,70044,50580,107653,133233,158934,139215,112402,60496,85146,65057,69027,238359,156585,88617,84071,163990,122814,122310,247355,204464,327543,202012,153259,62565,325520,82578,91090,204026,41995,69570,71711
"g21",23955,33883,116939,6832,122255,35962,405,4915,109432,144838,14251,5218,2287,16551,52321,25841,26290,2752,54994,60264,221617,8120,28051,50284,640241,58033,36638,192861,51611,15005,361498,15256,623628,13730,223694,12302,149630,109342,39753,45604
"g22",392765,182131,202151,219230,321735,194139,444039,183945,145151,125953,382655,196933,229774,257533,324098,374151,196920,363293,162146,288099,152325,155154,87315,483988,77424,142551,161806,142508,238506,283888,199137,163294,43871,118085,200034,94569,135950,79738,176964,132301
"g23",14982,59737,22145,25708,21749,22908,27199,28116,23065,20818,38975,53986,27065,45607,34430,26285,35721,22170,32832,55650,42356,55556,61796,21241,44349,44091,106242,151314,46233,28006,147262,50596,127533,41038,58175,23616,139350,31239,14224,42941
"g24",520,1345,538,911,1569,1006,1915,656,2567,2354,1344,1784,3124,1110,3571,1987,2151,1787,652,1810,2255,3245,4269,1504,2490,886,1890,2692,786,2868,10166,2677,416,2648,2370,500,1770,138,631,503
"g25",362,547,325,353,362,276,307,133,320,538,226,370,729,365,206,255,52,370,113,684,435,119,894,263,188,478,336,849,216,570,1270,929,38,384,195,224,245,305,218,606
"g26",33656,45286,22241,23395,49626,23906,36182,25142,42480,29733,43616,25404,26845,61823,36697,48380,19191,33500,28313,41531,36233,31707,29031,24658,33483,29515,62074,30884,27390,74848,86026,35839,19624,24954,41692,15403,26552,17947,36768,20399
"g27",58797,105709,47437,96782,61524,28201,106422,61737,78606,84896,46836,44183,37117,76884,128460,81414,26924,71854,43553,42836,41933,47878,36504,49792,36016,17542,36609,72162,96480,22172,117638,56832,29281,56054,35369,23307,67825,11289,132808,14396
"g28",63661,45978,96611,23874,35940,46984,18754,16494,17753,25651,10066,84106,31258,51174,17801,35342,24673,42885,52028,106494,70260,50679,39683,15212,24660,33012,28940,19582,93868,26910,251114,99631,10863,30502,103850,93953,33166,20110,59268,68006
"g29",11988,3073,2856,3637,5961,3089,147,1671,7283,835,1326,1433,1466,243,5664,314,1406,1156,7777,4117,6394,8373,2804,5101,8968,548,15465,24315,11325,3926,2906,2202,4599,4102,8324,103,1641,4968,24856,145
"g30",114495,141099,49907,110084,112244,52814,86837,54677,115627,89529,56660,163943,79250,116059,132881,99692,69131,43654,78651,121912,101022,92762,38345,60796,148585,44961,78314,177981,89053,267210,209802,46308,31609,56571,74827,22893,118817,19023,51839,35635
"g31",10183,1072,9033,1681,8782,5390,13167,5905,7292,11353,6673,6603,23227,10822,16733,8947,13641,7029,8420,7359,9318,7256,3554,2782,3220,9034,8376,6770,3346,17367,10958,4395,3386,2249,2969,4538,5543,2249,6704,4353
"g32",8121,225395,253476,91278,346936,251696,128216,3682,148053,117523,12325,149232,78098,7701,67463,27022,171627,26527,26083,78659,292293,141186,89015,108009,230310,26760,185586,201178,322677,211221,216850,676023,37592,10758,173908,97945,196578,17327,343793,138503
