"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",189,370,180,131,308,355,281,475,133,104,1284,304,387,141,1243,107,804,407,356,442
"g2",5907,2949,777,3988,1586,2734,1750,2124,3165,2393,9768,4265,1487,1854,6962,3196,2684,2022,3605,3502
"g3",2439497,3074956,2628654,1803845,2329610,1503572,1308810,2074422,2261499,2151135,3072117,1792785,2989653,1925054,1752368,1132391,1500318,3110849,1469327,3193792
"g4",4687,6404,5418,4131,3847,3678,1382,1865,3070,758,1688,3317,4399,881,16858,1173,2114,3213,4025,4916
"g5",29140,129958,64448,77,3268,2058,2501,540,1280,16799,0,5384,3540,6094,72198,2267,13290,129598,7766,204
"g6",1048,963,861,254,630,700,100,356,924,168,10,259,351,175,458,219,520,259,80,816
"g7",57716,60779,25994,5797,6975,38601,25736,11870,5362,6759,343035,19322,17264,21044,22957,22558,42014,100169,37457,20855
"g8",87012,59189,56230,52634,42654,56842,66744,60060,54364,40491,78657,61597,92509,23086,129988,74103,108494,51747,39286,137642
"g9",8558,109829,164842,156352,114132,66801,70499,347250,68588,21191,370227,416337,93879,272072,512234,157167,49586,184949,173230,622112
"g10",6284,1491,510,2219,7642,3419,33866,21,4702,1553,73368,13182,2,359,10420,1475,26828,7156,21496,522
"g11",2,915,247,150,8,140,90,0,1,93,1488,29,0,2744,2,620,0,1794,0,20
"g12",253,83,17,125,53,337,330,492,85,1022,204,469,2,314,566,217,1562,604,182,122
"g13",87,57,0,11,267,50,2,1,22,0,1,853,24,27,1,2,14,0,337,656
"g14",295,251,113,354,172,264,830,96,240,453,3228,297,156,551,402,596,120,902,408,171
"g15",5501,5189,4396,8711,908,2434,1252,2777,1506,4823,10995,31564,16153,4128,32198,24404,5644,10350,5332,37052
"g16",107082,237495,215777,95925,59136,55054,53053,190622,154435,128775,286899,215617,96242,136269,251906,206763,104518,189261,264546,225497
"g17",68557,95987,26115,65357,112547,80317,55239,111569,112835,94520,384895,101397,114442,66771,126549,136666,230955,49826,101451,280584
"g18",4367,23816,33644,16239,7518,9707,10409,5887,19024,4696,24426,16302,6731,4639,4569,9750,57028,7116,15201,5714
"g19",168663,127361,238264,132006,99805,97884,78701,283168,109621,148161,252477,167243,138722,65264,111609,138754,275504,233036,215784,290055
"g20",94867,198740,108689,126442,50765,60093,74382,61475,87758,43909,394773,247192,130784,115886,110542,113297,219513,247080,203114,342543
"g21",159335,30717,18575,138387,144469,102886,16046,33,17973,66474,162547,316826,146114,6823,223391,88427,51114,198436,146862,376541
"g22",237736,119474,762636,178203,165052,319789,158266,421186,114423,301920,520701,172415,119754,83594,467698,434655,277305,236238,107231,349413
"g23",21108,34962,19081,31965,14170,32669,24869,53959,15838,25196,43119,20424,27943,23853,36615,40825,50304,54375,30089,27416
"g24",1052,2649,943,1905,1721,1828,520,511,736,737,2844,1363,1391,697,2080,370,5786,1670,1195,7632
"g25",564,420,342,193,705,325,483,407,534,364,1078,84,462,267,686,215,290,458,60,936
"g26",44150,48553,39291,36925,26143,37625,25055,40106,6946,33522,121385,39128,21316,16262,39629,24206,77476,35408,14532,33824
"g27",44218,138900,56044,96968,49833,66522,40598,50386,37059,41962,127073,170867,26841,27048,63169,67409,76334,142634,110138,53062
"g28",47024,38320,46844,47933,26594,84013,34853,41285,26272,39570,56802,99496,75667,26629,84300,102585,131654,132656,81384,69510
"g29",3313,3830,1328,1385,8587,8963,1804,2648,251,2381,12256,6410,2116,1167,34486,4829,7840,8058,1194,7134
"g30",102941,126335,157411,89833,79878,80118,51581,76531,104459,80342,277600,222153,153717,112535,277550,42356,234000,217743,106236,300642
"g31",10362,14444,9342,11214,5143,10494,2772,20924,12324,3041,52557,5576,7795,7767,19800,19768,11700,27068,5774,22419
"g32",20091,507208,36505,26449,15053,32565,22145,142253,191797,220122,71013,305439,22403,11997,9377,89745,46362,16750,209433,394098
