"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",323,1141,304,373,194,551,981,275,209,211,1179,501,170,799,1771,1020,726,246,845,136
"g2",3270,2071,2182,2738,1176,724,1086,1384,919,1249,7011,1125,1623,2825,4676,1125,3422,2270,3962,6168
"g3",1251879,1639166,952313,1112425,1067511,2175980,1371903,1446898,2333346,3000005,2207323,2723829,4520918,2402414,1074970,1679291,5047838,7411772,3469517,8321946
"g4",1051,2183,1845,3310,1255,6602,3627,4048,6860,1941,2879,1442,572,2248,4408,5027,4160,19121,15456,9998
"g5",17341,80,2620,265,505,6919,2363,6241,45891,8,674,14353,722,7026,2758,7240,16,13146,630,45672
"g6",443,1064,200,538,805,1833,1227,143,727,389,356,261,363,272,478,16,248,1607,173,1032
"g7",16512,63060,69263,35083,15328,37146,27686,16459,22302,26034,41772,7290,43237,20961,38055,2342,105011,44156,49574,32108
"g8",65418,94456,81175,70867,58333,53678,72140,60384,82689,55939,71807,34752,39198,40473,44330,50929,102348,43724,37691,103122
"g9",206178,157833,31802,38825,163181,89554,25301,186646,337807,166049,192125,153754,202247,227246,489518,259730,274440,456143,274385,260160
"g10",3,913,18982,2880,68,15589,19,63,4251,5812,18756,13,30541,35,18990,12,14,0,55788,254
"g11",0,154,6,258,0,442,720,8,140,973,1065,38,0,50,238,54,3246,158,0,18
"g12",88,608,1093,523,78,1336,97,190,68,332,1710,366,79,1891,628,134,342,446,1504,3383
"g13",0,6,145,93,322,4,0,19,14,11,2,790,50,130,1,47,1904,565,77,6
"g14",390,284,28,410,28,83,65,675,97,919,1269,530,645,219,32,653,264,5266,4184,332
"g15",9129,18300,5923,15472,9084,13887,10934,11185,13515,6520,14093,8067,2541,825,4176,40479,8570,15936,10980,3402
"g16",109023,279307,83404,94733,145786,187317,113576,123316,165748,134859,93080,95832,84943,67420,85173,171506,89853,267245,133902,194501
"g17",68565,133304,87178,64462,45328,147965,130505,140144,129788,50754,124160,63820,95933,50938,56031,67706,125738,68882,49957,109002
"g18",11765,16622,12408,14325,19731,14493,18785,7861,8330,10757,40790,4628,37572,22093,42471,12427,113528,15965,73184,17548
"g19",295351,355170,94913,111247,117314,88291,196998,175841,403946,141782,399663,59962,80371,177450,124535,249614,275550,78083,297155,237516
"g20",97899,140673,86579,166322,96290,138920,135512,84858,114180,95406,135759,66086,81451,61917,92546,65227,107469,105098,143184,244320
"g21",42730,6711,126423,89923,12743,21807,37906,6454,78528,1332,482587,197010,23691,26695,238900,24850,46641,135615,95055,293433
"g22",173570,271908,334469,139059,168056,151410,460567,259960,271574,301313,383976,104413,260339,516458,510396,264668,292166,794018,667162,415933
"g23",48958,23193,51020,11030,22710,29915,20818,22426,15851,23003,25997,21164,20586,20021,30311,26901,68538,86499,45522,9278
"g24",2719,5199,1686,550,1463,858,1147,2139,2879,551,2160,5575,1227,4924,1493,1039,11550,2468,3705,5691
"g25",315,485,378,444,554,487,244,243,865,579,513,135,293,318,180,43,285,750,307,336
"g26",21381,56765,25598,49600,32198,40268,24709,25399,41658,44095,46385,32334,28061,25571,33009,40444,48958,61726,36291,74764
"g27",89138,120103,69415,123088,78516,64546,65597,65280,156973,52512,47219,41335,30334,52572,31544,46351,117408,129243,261530,133058
"g28",51977,18953,31008,38237,39110,46011,23666,51745,32916,38527,19554,71093,34814,59327,73454,139051,41802,95906,91906,116198
"g29",3100,563,9346,1688,4141,2361,2046,616,15022,340,7790,3443,2097,1496,7284,6817,5735,10383,2511,2276
"g30",64198,155113,46724,112834,91925,153168,77972,65346,200407,58838,309574,71923,134039,113563,336143,67918,299974,422025,185028,434634
"g31",10706,13359,6299,6344,3909,11835,4737,3615,8581,14171,20169,4809,24878,5160,89285,24372,46092,74065,10668,43875
"g32",63508,150999,79340,31998,167658,53699,47911,2841,269117,51353,63765,178166,446964,595139,272066,7694,637847,409698,1002879,167730
"g33",11912,162667,20768,97087,73510,202905,316078,28694,58138,158537,115710,28581,244210,153055,135942,354377,358608,245607,285678,230402
"g34",13980,170,3693,32587,23280,4020,9856,36803,22669,1410,58434,10096,24342,3651,36663,18166,31290,72705,225440,39135
"g35",893,1332,710,1167,2388,1839,3186,1609,1913,2591,3725,1732,2494,2146,9210,3767,3771,5254,1303,10270
"g36",9851,350,89499,208021,4951,149308,3507,192472,133236,33197,172809,1574,19,13537,185112,47570,8508,19622,136446,53915
"g37",2754,1360,3414,0,21558,19710,4,19288,1010,11,7996,5904,31,8556,22,17745,24425,50145,10,795
"g38",2649,2196,1715,816,1228,1447,278,1505,3908,398,2200,1266,780,1198,604,374,1083,3782,9069,3269
"g39",134759,104961,68264,56287,109671,74935,199095,70723,184447,157207,164664,256255,77255,185281,285582,185486,998074,154998,692512,558306
"g40",132055,580905,30945,282132,101323,256152,150157,59964,89074,288848,91803,46856,130693,59875,176526,78814,171636,321094,226644,434879
"g41",2619,2938,4561,1224,1209,4315,1346,3972,17613,7905,15748,22776,491,7145,4619,12828,2320,14922,1094,7941
"g42",50945,109228,65200,39857,64033,62553,120116,29512,93677,28844,133521,54563,83736,124144,259970,46051,156243,382179,317923,281079
"g43",20874,25422,20266,23493,16574,5998,64938,26561,24226,86968,809682,80612,122488,54953,456075,158608,420393,286977,355883,41763
"g44",12681,21101,17523,16629,9778,36964,20985,15906,25732,40654,19206,9309,16435,39438,3058,20800,11799,48274,24897,16234
"g45",40775,256459,22188,303470,3029,92302,183515,207144,366858,3829,22605,176235,163679,38587,301680,415965,15465,329817,414555,147621
"g46",43097,15039,35453,61427,21740,8589,26816,29917,8203,12664,281106,39556,261048,41209,232333,5381,651363,4521,43755,317052
"g47",43935,2868,21400,33385,7865,1845,14179,27020,104183,16675,11295,51173,2584,11781,48270,57098,22712,30258,85692,20553
"g48",55180,87805,56817,60579,62529,51140,47743,26392,37576,29734,149062,46808,87435,60914,159722,119885,30119,329025,198615,396057
"g49",1414,4422,71,1371,1485,2480,2352,1836,2634,2363,72,2693,389,2560,184,480,29,70,2381,170
"g50",2069,3301,3319,4288,2858,2833,3248,1087,8229,2957,4983,4267,3261,1461,6400,1438,1744,416,16512,4649
"g51",7705,858,1729,1359,537,8455,12235,55,195,15151,3482,1302,3554,1011,274,10735,8,48170,17946,46535
