"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",210,576,313,237,183,122,163,405,259,622,381,566,552,149,446,978,51,315,168,497,2664,1234,371,1808,756,679,2416,1641,912,2308,2324,528,108,1360,849,163,1600,72,498,1125
"g2",974,2291,1039,794,1206,1227,1032,3086,5249,1211,3625,2664,3400,430,1774,5225,797,2747,1890,3828,9483,3745,962,2242,4613,2297,4016,7935,3267,7414,1160,1956,2368,3564,2962,2714,7172,952,6068,4099
"g3",1039903,4862993,1319025,604139,849174,991932,1063006,1104497,691339,1616090,270695,683328,1296754,1978370,3005598,2187979,1130533,1474824,994559,2555433,1563195,1547096,1384714,3569691,7943230,971807,2952632,1817099,5175563,5179134,2389280,911428,2542048,5127401,1395988,1922835,5714064,413402,2231480,3094679
"g4",4910,2976,4428,606,2392,3467,2614,2907,5188,8567,5967,4906,2829,1781,3886,4886,3930,1991,2284,4215,2304,5086,8428,2708,4830,424,9934,27167,7820,3718,6086,2564,4135,6177,4474,1673,7306,2587,3763,1632
"g5",12,37333,3111,137,1,21432,21214,85574,11668,31399,4493,3,21,108745,23145,158,18009,958,35345,34753,788,913,2757,14623,118308,2665,28458,38969,159,252,10,48939,7522,59411,241,3872,3534,7233,213628,6375
"g6",808,1722,1111,988,1674,630,415,788,1336,1631,886,432,616,680,339,693,45,1153,318,294,802,142,177,290,2814,56,240,340,2907,1122,106,462,478,2103,409,105,1594,1020,5793,451
"g7",21012,3530,3826,16959,52469,46179,46904,40752,147761,34077,21797,26263,61231,22224,38929,24444,12390,40036,16167,53693,322371,27538,88175,35143,138556,23363,83634,70073,36861,54215,50904,53849,19873,105370,124638,61678,21822,42299,58213,26173
"g8",52866,73385,42415,42848,42746,66119,49409,57723,93182,56766,59453,45890,48958,66020,60399,85386,60418,53457,32429,51636,126855,211036,128491,134514,463206,178938,224718,163979,150038,374624,173550,184851,139926,526185,163004,139633,216886,127499,289678,152531
"g9",293639,43314,119216,183864,134221,30948,106035,90159,51441,134531,173887,209650,28903,155745,129420,68626,115867,107966,18715,79575,49709,65414,37074,111847,432712,102843,221288,227978,221932,143566,73478,34102,36732,176085,105008,127349,18264,55306,192260,74941
"g10",145,1071,6581,4451,282,848,33,6700,7538,1019,3529,4267,1290,11542,1437,4964,2007,1992,3059,849,3825,733,1084,4,23844,0,11222,932,19840,53,768,509,494,223908,4535,8943,101,1613,0,1929
"g11",239,1,0,79,57,6,2,359,8,4,560,0,181,101,440,108,192,1421,394,1492,0,2576,0,100,44,7,26,4416,28,14,840,82,294,3158,79,9,9,40,1387,45
"g12",79,793,14,444,879,25,13,190,243,198,113,27,470,28,6,447,14,68,180,8,321,545,4,112,492,49,188,1474,286,596,272,392,109,1335,963,629,612,93,74,362
"g13",78,301,8,14,29,27,0,186,306,35,147,2,10,74,285,0,1,141,158,0,56,72,10,13,0,67,93,30,3,0,618,202,9,1899,0,156,3,14,1067,50
"g14",12,1298,248,236,583,204,647,64,189,1099,816,1025,686,441,553,282,208,381,36,11,1989,1384,620,439,606,1085,86,372,180,413,724,230,239,2153,284,150,269,72,291,494
"g15",2659,17436,6153,1328,13167,1100,11804,22309,11279,949,2780,3180,2915,7567,13552,13639,980,11289,27834,10721,31918,22617,6563,4691,12851,848,37636,43122,4494,11402,6950,17776,2945,5203,11910,15319,7953,1462,3117,13699
"g16",111580,192889,62329,91912,130788,173326,70094,133829,135746,158223,120897,136372,109265,176663,66310,134844,156169,59835,101594,74951,170330,288202,211393,194251,290628,171889,268284,371279,286596,277427,355986,146715,169361,391493,144633,220747,267229,73887,215994,172882
"g17",72549,135020,64594,106183,39615,68386,108773,70786,131189,70089,84579,128738,198063,113837,81834,78734,57951,106087,59177,67033,260768,217519,90770,94628,149851,212490,170010,114791,202769,207322,100380,200872,71869,449876,204632,168429,143006,124566,347304,220723
"g18",8218,4706,13676,11720,17460,11267,4344,10306,10668,8365,12800,9551,18403,23644,7078,8667,9374,14193,14244,11801,9621,17304,22269,16188,10694,6189,25044,11649,10335,7151,21134,4770,7986,12399,21149,51566,5939,18978,86968,42264
