"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",141,546,619,332,185,359,367,416,250,805,645,56,274,668,721,609,1358,650,3209,1170
"g2",2323,984,2830,2350,2490,2768,2259,1739,2915,1606,1128,2815,2764,1043,4519,2652,8798,2447,7956,9224
"g3",1827272,2400076,2932664,1629459,424269,1627876,912925,481064,1613461,2302056,2726776,1386981,1634781,564166,4122244,312393,1012972,9195382,2776875,2323498
"g4",3267,6116,2665,3350,1465,2792,3179,5442,1872,5730,2282,2665,3682,5386,3366,4553,12520,9062,6195,4174
"g5",85578,39520,2072,23964,21479,37372,720,0,1081,22357,63,3343,16,18859,260,1477,1718,31070,74558,62982
"g6",379,403,280,539,1739,1113,97,1437,672,894,54,711,445,312,352,520,612,1026,258,1196
"g7",54140,7673,41553,19636,24443,17185,31113,30213,35512,26397,37080,28065,34995,10389,25707,2110,34175,19968,53804,46803
"g8",38008,62505,44410,31703,77349,28096,63416,100532,46550,72449,104676,95848,65884,71180,195918,125651,169748,86421,124618,213464
"g9",145101,44038,35842,55359,170135,246464,142062,85110,97568,185836,196949,83506,31255,193674,34426,418536,329436,347109,18124,140460
"g10",49064,35461,32,4061,229,975,379,62846,10255,2330,6510,0,4674,90,72,1863,4628,11532,26,4526
"g11",818,0,0,66,183,2404,214,2284,0,0,18,160,3,17,542,14,62,220,0,167
"g12",366,234,274,188,169,140,260,345,5,1899,354,138,521,3,1158,49,426,796,1664,1199
"g13",0,15,0,56,76,527,626,36,0,6,640,257,172,570,148,146,6,118,51,0
"g14",539,390,507,358,353,827,416,1414,126,504,1581,261,93,154,368,195,1192,2074,700,176
"g15",2917,5874,872,2941,4075,5372,10413,13998,2248,3345,29033,7186,2961,5293,4518,1735,8358,1652,28611,9206
"g16",110974,174057,168982,91121,128468,61698,223675,235956,85176,82215,107581,68948,61870,123599,83025,168569,58671,101067,218210,179775
"g17",69678,47494,134950,68862,99576,82417,81686,100256,58253,148784,266323,26471,58448,37020,55638,89563,130638,55977,63679,91018
"g18",8070,6196,5226,7041,2275,18741,15723,6659,4337,19527,40980,15357,6145,4386,9355,2472,10704,12107,39441,4484
"g19",225128,200947,343492,85615,186231,142417,263319,544250,160810,247545,97547,130820,171670,271690,337974,209721,342635,218474,469620,141278
