"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g1",47,268,185,180,455,155,412,169,428,119,251,126,374,359,703,259,606,301,123,599,624,257,240,638,3535,389,906,222,602,798,136,81,223,1624,382,1185,904,135,1310,254
"g2",2046,2720,1567,1303,1400,730,1381,5140,1991,3494,3604,3299,1240,2877,2744,1393,5494,1999,2866,2276,11571,2103,4373,2511,2597,4095,3430,5495,4829,4138,6514,2913,2022,3894,1241,3271,3754,1807,7802,2216
"g3",694521,1943113,1555186,676534,1770599,1750184,1916785,1884409,2590248,1790020,1601457,1009896,2257400,2825814,1861317,826465,1913386,808480,1520162,2808443,1150086,538073,1372188,1364626,1356508,625134,793474,3071121,3399866,1527690,4071176,474506,2292937,1611636,1332222,1633308,4645416,1947012,1904698,1511626
"g4",1434,1584,708,2384,2854,4921,3485,2781,6654,4543,950,3213,487,6624,5300,1566,4316,6746,7353,1791,4766,628,8059,10801,12352,6396,13658,15929,12170,10802,6300,3299,4909,8735,1757,5350,8488,2764,3915,6092
"g5",23678,13450,378,12990,5468,29256,3081,0,5598,40988,47158,28482,2016,2263,20975,1881,2664,26321,196,18612,275,2323,461,54,46290,8437,6400,3623,115881,2136,1514,11964,161717,3164,41396,7988,2528,30274,78515,46786
"g6",38,522,219,366,533,828,75,190,1342,1276,2862,141,883,949,832,259,459,1128,741,481,1740,34,114,1837,840,137,1564,3395,2202,2824,124,54,252,1149,604,948,1274,211,1865,1385
"g7",19756,15129,79028,9237,29887,5493,18205,27960,37464,54995,73353,14411,7266,39576,16054,21021,10916,29700,32108,59160,172152,9349,53357,14541,27751,9183,43820,46847,17474,10789,41548,12034,25203,192590,17263,51381,20300,8540,81495,8123
"g8",36379,47482,34818,37891,61842,43007,64128,76298,80696,46952,80049,60922,45664,50826,55419,38124,63582,57152,54760,52762,87666,43325,66662,41437,94932,38773,76888,37448,63249,98114,117624,35437,93061,137223,36767,48890,129276,34217,127732,38064
"g9",153980,18958,20980,207937,136813,90695,234949,49163,92863,256660,101468,136801,43330,96454,15262,137098,28399,35009,181790,215613,366977,33315,67752,96063,298296,236423,114446,59364,460228,381462,785914,156681,130931,373113,149097,138761,51214,171915,168548,143501
"g10",1333,2101,1304,344,738,1579,1633,4529,13680,7073,33399,7089,13888,5049,3738,3859,3275,1449,10,2696,134835,3207,15563,4052,19138,612,44,1212,3682,0,566,71,16352,19673,233,1649,147,1770,343,3671
"g11",287,964,126,877,1115,0,488,7,83,90,82,365,117,88,1,55,24,178,1471,1482,0,637,1642,187,8,0,24,0,374,0,96,125,1,703,30,351,677,507,106,0
"g12",741,695,71,129,780,86,40,372,1333,75,292,168,64,939,860,995,178,39,61,265,1923,912,912,1407,230,542,120,3686,154,461,1326,55,8,1653,346,51,86,167,231,370
"g13",687,39,1986,34,0,20,243,208,139,4,0,85,67,140,36,344,8,60,0,5,173,5,51,111,2,14,227,0,736,96,4,196,314,25,0,0,0,51,324,65
"g14",133,366,407,52,693,758,127,159,134,331,319,994,197,590,144,338,583,873,466,276,2973,1518,43,508,144,205,798,1448,86,2375,272,51,188,1880,575,1134,450,87,324,63
"g15",5445,424,3298,245,5738,2029,15304,3613,1963,3547,6527,6735,1051,8118,2925,252,13854,1595,17360,4344,35510,3276,910,8365,3587,6785,15312,9558,2149,7732,10642,8158,19412,5359,2644,3575,4975,2915,9326,7944
"g16",81710,115045,56079,55324,200606,101301,166892,194095,178454,120340,96770,204346,77124,106431,246538,64537,134907,125346,64192,111517,105352,47903,74207,91824,55211,133589,85999,175524,138849,205034,203634,104038,72386,187752,109127,63579,91749,41478,143987,92346
"g17",41916,63058,31831,61963,68904,35951,77874,96790,114893,111374,42614,86429,50953,159180,165619,65198,106679,43123,55513,104627,367583,39860,116177,134675,65791,181176,144963,96533,67789,128822,262372,117486,138104,220548,124689,109639,120773,32702,286458,109362
"g18",5132,18497,27622,17880,5604,4739,7877,31190,13121,19321,9073,5808,11075,11728,10124,13475,5967,3795,3147,8810,45878,7099,20929,6222,9394,9480,22984,16485,21393,12628,55512,7517,23531,28907,13692,49732,13551,15017,40395,19805
"g19",191551,115442,79610,143000,123926,159176,270266,164681,292984,204804,257830,351192,95414,199712,168764,146616,174091,151341,224257,240832,309600,262758,77620,304448,283355,225460,155012,186405,327170,433382,601642,199969,371634,311187,224678,161322,118434,71323,284422,154829
"g20",143074,70902,56312,48171,89461,61635,141853,106546,238291,80913,102979,118942,94852,103394,69508,68734,99371,81525,140225,113996,372654,111631,111772,159960,198100,137801,99597,311050,253118,410346,289636,77867,115512,276394,100204,79676,335716,88918,159336,119553
"g21",199609,6993,6708,790,218556,2422,169,53115,108987,26372,162006,128559,14430,10940,1363,61972,65036,3659,18767,80870,701106,17237,20615,3083,115343,65043,77707,194887,384809,220283,9866,30290,86625,514215,70010,26266,10554,13307,738934,2772
"g22",214965,199943,165640,172038,302205,130005,100230,176141,330513,135857,421554,328407,106356,253920,206478,123262,361371,164558,271493,293327,256917,82907,66829,376471,114939,209424,517909,678802,486551,279377,235979,179456,304930,376586,190669,178103,320269,117727,556709,88474
"g23",18411,25589,23384,21384,34894,32115,21207,54226,44152,73864,46004,36759,16748,40964,22898,41273,29650,27082,55309,33637,44516,31098,44086,29275,58734,37261,70923,23247,27705,39002,63714,27861,114629,114636,19986,10630,114694,28286,58674,33022
"g24",1606,2844,219,977,2350,891,1917,2659,1054,241,1506,2263,582,1479,1530,1005,1786,3202,541,1519,3200,567,674,2087,3053,548,288,4068,2651,5604,4146,1178,1226,9860,2788,1379,3952,335,1465,2548
"g25",186,213,368,669,909,282,335,218,37,537,927,172,514,133,261,253,672,226,180,193,1768,25,205,342,580,272,587,305,280,275,1008,226,152,536,185,236,511,313,1680,299
"g26",21078,33524,31427,14401,23891,12724,27484,43803,36669,31542,28568,42894,23751,31430,27022,19266,45094,32030,23018,23029,104113,19350,27011,36133,33453,31828,43944,32798,39871,48760,33426,23893,28576,43061,35868,26333,37714,21586,79876,24432
"g27",29161,28483,26770,90647,91668,24982,47524,93071,102488,49388,69255,85815,56133,90697,87874,59928,76105,67567,76506,51036,165164,27862,48708,82041,40301,42008,31460,45609,205061,124541,123052,46083,108860,97154,40542,64671,36880,27265,423618,36133
"g28",65020,16484,35453,43774,31509,15421,27402,62442,54144,57696,102452,14149,11763,47038,22985,16873,14960,8585,105772,27356,36989,28262,30845,83793,46487,36125,57650,23544,47666,54569,60974,32241,29519,17581,38871,23089,55540,9435,131804,63079
"g29",6335,14443,84,3428,1300,226,7558,5921,8234,11876,5215,1994,5742,4132,10127,7095,1137,755,9798,13274,43950,556,24563,8524,12834,4121,13623,71385,13124,26853,20218,563,14038,8362,15506,10995,20703,7196,6066,6978
"g30",93717,61581,43728,76243,126592,49557,52277,188532,135351,111631,97796,119723,79579,48124,133893,116057,179336,87894,146136,61459,266646,56467,150535,158291,234243,84118,170050,157629,153423,254979,212556,107965,89441,56618,96639,34112,64766,65748,109578,119717
"g31",5462,11760,9231,8375,21095,6788,4143,9612,8016,9548,8989,12639,5509,9866,9856,4117,6016,3971,14263,4948,147051,15509,31291,38073,32850,22504,24309,66660,15671,121491,36156,12086,19336,15669,18888,24308,10862,30071,42716,42893
"g32",112994,48480,188198,78841,267611,122400,86549,5012,86353,117299,31427,40127,24489,52297,20902,87092,193469,3992,24975,77035,348618,40202,62321,79475,221559,115764,105387,278358,661632,190203,5936,155712,31901,436236,57950,150706,194580,66150,122886,50291
"g33",57171,30419,48961,81672,120503,275863,208358,141874,237997,73324,200905,56978,128651,171779,159712,69282,170626,156405,161628,68101,973638,175331,232526,589952,196440,236527,622806,363362,154640,956314,212338,173909,223456,1800882,127906,417639,1016618,105328,1426148,398511
"g34",10975,5605,44767,47502,12924,17139,15406,15342,6284,10769,24594,11946,20307,17454,8795,7689,40648,929,6752,13426,68064,69879,31445,10644,13748,11061,38370,137751,150095,140100,152328,25423,16311,25951,37512,8764,12441,16617,37726,71876
"g35",1809,555,1061,2628,1101,1012,1371,1422,1756,3231,1269,3232,805,2150,700,1331,2812,2148,3371,1542,1442,877,3724,5273,3402,1343,843,5598,5250,4302,3916,748,911,4710,3023,1359,2320,1537,289,2533
"g36",35083,111507,26055,59268,75819,730,12885,15971,20287,1931,32922,1657,3048,9074,45585,17791,256164,2596,72732,5795,97587,28319,1091,31800,1038,11294,489,13791,168785,297990,59466,105,399735,167235,6667,4725,79634,52692,254278,29249
"g37",676,182,5752,31,105348,9986,3724,7861,4308,374,1591,5,907,0,627,0,2625,68,49,1655,7020,975,4,3951,4966,466,1683,9353,20372,3661,114,3717,2,14453,6063,7481,1004,47,7185,1223
"g38",858,1256,1644,2589,414,1021,906,968,827,1104,3358,1380,855,660,3185,772,3685,999,2125,497,1538,2103,4275,4373,1678,2918,1170,2116,1422,8936,6232,2571,2247,5240,2761,1123,7986,210,1248,1181
"g39",52327,72852,95006,70131,46261,166181,80805,229594,98312,116396,158550,53366,57827,84251,130233,149971,191304,180839,99355,86379,99179,61912,43522,105953,321750,79751,222782,175593,324760,363180,223356,189946,109445,456132,87001,82037,504628,143942,118272,132626
"g40",206523,115566,76250,60408,57673,113505,187092,18984,101051,79813,96866,294911,295844,180068,75378,35606,529432,66456,115132,106555,992483,140559,118314,66363,402594,197850,204819,310386,689067,563168,203178,50573,143766,477754,135727,97042,935739,51529,507584,464403
"g41",18634,7201,5818,604,23727,6137,3506,441,8617,15872,5001,10813,2622,5551,7718,7793,13847,4962,7086,7721,30048,4516,9164,5597,19788,763,5544,2687,8875,25037,16808,587,6366,3608,1402,9063,26765,1718,1978,9963
"g42",51741,74473,11585,16635,58721,31283,71050,83047,73049,60908,66786,56218,44534,76663,41782,31197,101865,93086,26158,24657,309924,45466,24441,120051,100890,40956,130719,166734,412355,470745,76908,33010,95983,52798,43288,34343,47963,10041,261112,22816
"g43",42832,96192,44428,68381,65269,20702,79732,25574,82665,150626,22614,70121,61906,53501,40085,51389,92426,44974,20556,34805,153672,26993,52269,45014,58870,68285,24162,108828,30438,121983,63252,5588,34570,67125,26353,10051,59409,22710,37412,13825
"g44",13272,17489,31147,11423,21102,39324,14463,48536,31307,17479,20521,21578,14618,27879,22825,17750,46698,44682,33986,17437,56233,18691,32914,31959,16236,10878,16757,72186,33293,40088,61388,9021,16197,143253,22207,30089,55850,21163,95270,26086
"g45",104150,54854,537,7982,81983,30151,41621,8199,70745,78676,54344,263270,165018,63828,111446,82599,70985,35435,703730,6089,223242,17553,127042,446188,168538,282543,314873,152568,472525,182949,71116,1872,44821,5721,68289,3219,24990,48550,299790,66392
"g46",1216,18708,52898,81602,79118,8847,10878,412322,98350,104629,52758,43864,6565,66828,15836,9240,100137,36758,24977,13984,608127,24363,161507,5309,215820,7546,85611,54684,205443,570306,108310,2504,162202,1245,33908,22171,68414,6090,38278,94756
"g47",24357,33694,11041,23528,8061,13874,12787,63147,667,46920,14875,18336,31802,19483,14204,14088,43991,8141,21932,8947,22305,22048,22507,14253,10148,22679,32188,19186,278274,10682,40476,26660,108463,5969,31094,36258,50164,30039,39032,17680
"g48",53215,27684,35018,18456,22558,35049,74560,33789,74544,66409,61322,59615,32253,29221,78835,19833,44203,41506,42174,45872,128062,23282,72741,41799,85094,69308,26212,46656,157380,182588,154739,41130,37302,109206,19661,21827,36012,19234,107173,87826
"g49",1211,82,107,145,2313,835,1167,3004,883,26,502,2469,2573,24,1061,144,93,1612,95,19,7429,571,551,562,2085,1507,2481,1390,222,702,1516,87,1670,966,1717,25,816,87,4728,1094
"g50",4899,2124,2377,1952,2186,2193,5144,8081,5391,2386,6813,2029,2578,5027,2329,4762,3162,1936,1935,3515,5063,1299,2759,1733,9700,6306,3426,4836,12442,2567,6776,2987,2392,656,1671,3051,9400,1527,6332,2517
"g51",3490,6370,1877,3245,4436,8568,5850,7747,26,2091,1079,523,9730,192,2807,3879,15841,5083,8889,12466,11236,8523,9189,32161,21236,1267,534,14868,856,39378,2720,742,36268,5068,63774,23718,33802,14062,3632,2247
"g52",233,513,489,1050,1057,151,295,1220,238,92,980,570,588,625,732,1188,683,775,330,705,3794,894,1836,2083,564,303,1559,4362,1217,1733,1584,1117,1283,6428,829,758,532,1549,3826,1249
