"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",227,113,500,360,119,362,294,258,679,437,963,627,134,116,700,480,484,177,147,398
"g2",859,2580,1966,3130,1126,2376,5395,2076,2116,2179,2895,2650,2090,1110,9888,3191,3500,1023,2021,7532
"g3",1822003,1135634,852838,2340615,1489062,934058,725223,2459909,1318057,1649348,481316,1467201,2473940,557209,838742,647618,3879488,2938047,3732627,2435460
"g4",11030,3434,4606,6595,2779,2779,9637,3679,1889,1470,405,4074,5777,1941,6820,1393,7098,15628,987,1566
"g5",17289,8048,12559,142,15,670,28151,49115,51072,22501,14959,9162,6943,14251,18606,16,160,42385,33327,336
"g6",750,917,311,1452,1054,653,538,463,755,783,749,1787,942,962,772,310,6800,46,3114,1854
"g7",10246,15492,25012,7637,28398,11796,23032,10798,43099,31063,63423,8016,58464,15155,17265,38400,18497,14604,29012,35846
"g8",75348,53033,49991,62443,51508,37840,62533,51125,47471,73383,57066,66759,87863,39779,94334,58366,77062,27993,43061,59930
"g9",176419,13494,186467,65291,11558,80319,104631,15451,163080,165520,170667,82171,118109,128320,211580,224994,363936,176279,4133,85278
"g10",970,27,418,465,12205,23,6795,9668,1,914,10728,25030,43,0,6086,2708,90,1854,22,6870
"g11",265,1,479,5,10,128,112,1,355,384,273,807,18,70,852,112,92,546,1328,54
"g12",398,79,437,176,38,16,693,31,139,63,762,1634,747,440,1730,27,324,526,322,167
"g13",132,0,956,178,0,0,516,11,6,696,105,0,108,40,1050,32,1290,93,1752,140
"g14",666,756,108,854,183,208,699,468,168,742,1815,841,1002,531,228,1170,1588,352,1566,2412
"g15",19159,3966,11752,1599,5454,2008,6974,5606,495,13896,22323,8393,20393,310,3720,6235,27250,13984,4875,46880
"g16",158748,128397,85726,92538,67130,62905,213465,127142,73612,280511,74007,86267,141088,107703,96503,138356,70969,165162,123920,166484
"g17",49217,38891,62441,70552,72290,156924,122657,94829,88449,84570,126908,48943,72458,55533,60623,98039,182945,30423,93675,86658
"g18",26184,11343,21162,7664,11257,35218,21667,8029,6001,9567,40853,45978,25007,12760,20697,16406,89512,20021,14699,8719
"g19",194074,193614,146725,198485,141866,94519,233186,182849,79555,319701,522812,901213,300218,182971,151808,443940,811364,177786,750978,714900
"g20",87955,83853,107898,78457,80513,86875,178277,53162,60094,94676,276219,90490,113442,55988,79754,77574,183749,87790,106588,253515
"g21",24323,79863,38250,174515,25911,22400,155637,20287,37394,87740,122588,161059,20289,11456,142107,46198,230104,87056,204069,27843
"g22",265039,179012,81984,242364,109272,133522,260921,193163,367186,233404,259581,140871,57233,62949,116689,182975,149635,174098,127422,125383
"g23",27040,22502,19807,31791,19996,22890,32107,17936,32695,30256,33360,25594,30650,18400,19448,49224,103116,54444,46301,38617
"g24",3624,511,932,637,1391,1223,5364,569,1007,1925,2571,2107,3310,945,2493,619,1392,1696,1414,4173
"g25",802,172,282,511,595,55,202,200,290,391,1953,334,201,845,876,590,497,1040,100,317
"g26",21849,21560,30934,18022,34263,25209,39840,44113,31976,28440,51233,20318,27944,9766,21006,51044,41106,38964,14426,48034
"g27",76929,69829,75947,79176,91058,45030,73713,61827,68657,110545,261609,234945,90798,53661,104767,107334,329332,123579,222432,237132
"g28",29210,38529,53173,71090,28453,29244,29792,16880,50747,57352,24371,53119,9874,8954,59904,46440,107626,117064,65890,80003
"g29",399,13557,9865,5188,4775,2212,1595,2195,11014,1435,29772,16578,5939,1943,17170,12358,6120,10320,6774,6074
"g30",95524,51987,75462,36605,92103,66000,71011,96754,101418,96847,204376,125512,149280,68873,172598,73420,180194,216144,127604,487128
"g31",12575,3072,6524,3621,5757,3788,7900,16913,8824,6455,26541,12450,10443,8148,11160,16990,18081,16460,4004,24858
"g32",56671,168381,79496,93876,96030,86235,129192,73834,100039,98219,210453,51069,49775,122220,14058,132517,24243,196124,200163,334422
"g33",120925,273768,76449,48462,235869,71458,270499,115159,48323,239494,185592,113268,113348,173420,148284,167478,727686,188375,122180,305908
"g34",32983,3957,27761,20050,2524,17728,7687,2864,43752,19668,39114,21544,36427,16293,17063,17237,8241,14406,7613,28452
"g35",1420,1711,2342,3201,1822,1274,2960,2569,2742,812,1934,1662,6869,1876,3456,4243,3495,2708,898,8300
