"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"g1",226,166,83,581,295,862,446,656,38,193,258,563,230,274,1841,362,230,389,848,868
"g2",1567,3455,1913,2108,1383,3523,2288,1965,4545,1231,6627,1422,1548,3766,5499,1409,3930,3087,2492,1474
"g3",660675,3210669,1230082,2146976,721843,1888535,4350375,1365130,1582640,1700932,2521101,3051952,1722661,1480799,2439932,423261,831718,7487617,2718978,2125788
"g4",6652,4185,6714,1572,2238,2993,5293,6965,3914,3439,1144,1532,1751,1204,7330,1076,4652,9793,2009,754
"g5",10038,1396,34887,32016,66603,11517,736,3762,25,37577,472,5219,676,842,334,11302,286,13216,6437,44
"g6",1249,1092,1775,2010,1219,43,100,129,694,430,402,66,373,194,252,60,1888,1656,633,24
"g7",22181,73701,35072,14629,8611,23936,42949,39193,31496,23046,74043,4352,12699,13991,19245,22706,14546,4218,14670,44539
"g8",59454,78448,77848,39723,47898,96013,63450,100469,85432,51274,104358,99111,51498,88515,159098,44753,82706,60141,78331,99456
"g9",56351,99335,141892,142775,63636,239790,156826,68468,14843,80228,61068,85985,42663,67178,73496,173271,54790,17273,12434,142678
"g10",5,42,210,120,2767,273,2490,64,166,399,56946,7154,3,1593,2192,7963,8742,910,12982,23
"g11",664,0,2242,7,445,753,222,9,5,3160,267,22,137,232,6,70,0,4,2514,66
"g12",167,92,251,101,5,625,168,614,1065,848,2811,383,860,1263,3118,349,0,456,890,180
"g13",0,4,192,0,371,0,113,854,6,4,168,49,1003,86,23,1,5,0,0,0
"g14",948,515,1265,383,277,434,237,393,157,444,144,88,169,107,298,163,96,1500,206,237
"g15",10016,19460,9096,4874,14644,7487,4027,8851,7586,3302,9590,10288,16381,7150,2363,2483,1440,10796,5120,20928
"g16",135101,112372,203807,74434,71525,208139,172335,171515,188006,118358,62008,90346,103459,58559,143990,54133,90739,152184,120867,57602
"g17",67832,105799,73234,118244,105685,149881,141434,84267,38646,93101,108985,81705,124445,75612,69495,34625,139058,28386,99654,115420
"g18",9686,5086,21989,5766,31931,12392,7563,24134,5167,11487,22457,6566,11770,6358,12172,3510,20454,23159,4017,12898
"g19",164114,228628,177394,145438,339964,66506,235453,223253,155845,190497,104738,127729,184994,139442,64157,107755,222881,238038,148220,549819
"g20",70739,160597,160476,101583,96409,78016,98292,181626,98935,73758,173661,36384,90999,57995,160172,38893,88850,195635,143584,235191
"g21",4004,4635,15913,22832,9474,92819,1354,103581,16501,143345,7452,82248,54569,169883,116907,63409,180814,0,176237,381252
"g22",127596,160361,209824,182957,269682,453403,129095,269275,189323,394350,98183,54058,140207,152465,325427,56899,80202,347186,153568,106900
"g23",24926,43998,17608,40509,21381,43409,34142,34529,43212,29071,23712,36173,42424,10487,33312,20079,70059,60990,20891,33152
"g24",1621,2708,1842,2207,1396,2660,1667,3563,1013,2189,1097,828,1233,377,1673,178,1594,1092,589,1239
"g25",442,365,365,476,654,884,305,691,54,601,395,43,135,343,1672,187,377,315,139,1232
"g26",15236,35752,47779,19113,32148,31981,42925,36042,33013,33641,95463,31025,28506,44544,62988,39736,97164,81006,29519,100644
"g27",89864,41811,50961,29919,50827,84556,54814,48854,50704,101977,120759,47389,48728,53774,50940,20291,74741,95408,96798,100821
"g28",16024,70894,46566,51323,37269,35523,36346,51333,71658,34012,47858,34897,43795,24799,75627,30790,109524,17042,23592,65096
"g29",8067,1436,1900,1137,8371,3498,4175,944,926,3660,332,1440,4516,345,2036,3306,2968,7725,2537,1737
"g30",71300,57735,90270,42676,75288,116943,56834,172522,82240,35326,129564,51681,103239,11265,142800,27548,127558,244158,64034,139833
"g31",9304,7752,9540,7788,23926,6367,10665,13836,8595,4620,9069,3813,3920,11127,10898,13990,5313,15475,8403,24408
"g32",139735,45720,143328,123814,154580,10020,202459,48839,22228,251963,51575,44967,23491,57808,96980,47256,285845,154620,245166,106410
"g33",68984,122639,100190,29993,18985,103766,267030,188846,131971,81114,136083,143142,123985,108623,485870,30567,866718,98802,236604,315494
"g34",6255,7031,26128,26510,1391,4248,10663,9116,43620,7208,35598,14733,32766,14402,16960,31202,12810,11547,1500,106479
"g35",763,2663,2101,1165,2727,866,2315,2674,2404,2135,1817,736,1875,1026,2918,1449,906,5438,841,4450
"g36",92139,104712,28366,83,143934,37895,584,29904,58480,13632,58380,234797,182193,42108,8891,58180,2136,14414,22928,93764
"g37",407,6205,1971,0,1,16,5,6759,166,47987,26,3679,1,19,78,304,15080,22973,1912,4543
"g38",4108,447,2063,312,298,1576,2868,2201,2230,1444,930,2543,2921,2026,1304,901,10464,4676,5994,2828
"g39",157281,143094,106379,90291,61759,206647,154749,88889,144004,101940,98085,55481,82137,102249,229586,42189,250940,41634,239434,287990
"g40",96649,65086,90911,173933,84765,183560,22732,369180,381528,69470,719690,362010,132168,237247,492386,169835,178764,466722,729825,1428700
"g41",13883,47983,6376,5560,4729,40539,14604,15004,7594,752,101685,12937,18557,1162,461,6591,3368,22364,9831,20655
"g42",58488,112352,99142,22643,27970,50137,47129,30765,67927,54744,181992,53724,79096,21199,82595,27184,61581,242811,110923,132723
"g43",27379,12577,19427,4812,86462,44036,4981,68064,44699,70653,61392,7018,81368,42127,102350,28214,16956,22149,217870,111561
"g44",25428,58109,29419,32157,22784,40408,13991,54258,14873,27073,21868,32320,38353,15001,25011,10234,17443,31152,20114,29170
"g45",65812,189883,38229,0,29415,11147,3653,46321,119151,135426,409506,283592,90532,135620,52778,54783,16395,255444,5078,239301
"g46",23054,24663,130330,115257,145,166628,39501,176224,47690,35491,43179,26175,5709,43304,48515,80020,169734,119844,444670,55464
"g47",15252,14589,17550,8081,21321,9918,24121,33030,38593,30382,5571,18595,16546,20350,14964,17991,11158,15116,33716,14150
"g48",51561,34665,42623,22536,48451,31118,71836,69349,55967,51882,61314,28008,115050,43452,46256,17819,30540,53490,92778,94196
"g49",322,180,409,1468,695,1082,182,13007,7,92,1445,355,2815,172,553,689,32,6300,2798,63
"g50",2002,3807,4798,809,7430,3058,3996,3709,3485,3641,3792,1847,7288,5007,11114,894,800,10656,2626,9132
"g51",5805,102,3482,3043,1594,7097,356,6312,7438,2725,16310,5888,9886,13394,3406,6894,6498,39743,24830,37930
"g52",892,842,591,1335,798,1144,1328,347,603,1262,632,2847,462,1999,1304,388,1778,557,716,1643
"g53",29027,37008,53366,49375,58811,59414,44134,65596,71452,58172,102430,33043,71894,51576,69274,10616,66905,63212,35554,103658
"g54",41676,63490,30343,50822,50925,42126,83343,45874,21522,43486,41331,57725,31298,49075,73104,25023,106274,89368,48420,57852
"g55",30827,22725,25696,1301,5112,6761,10625,4551,12467,4534,17064,11408,14531,5818,34116,22820,24782,26547,21593,49480
"g56",90654,114629,124051,82808,144861,91157,76125,176907,170338,87169,159268,112226,55970,53771,123042,55585,75441,225064,217029,127803
"g57",28467,60146,42099,36844,54894,40481,40341,34334,37365,54804,58596,62211,92352,74156,62024,57048,96000,212544,62541,59604
"g58",567417,148027,6362,568286,108504,57850,3425,377733,105753,135586,246468,25196,341,2101,79266,462,10481,36,21262,385
"g59",519,6109,2097,13,82,8965,44,0,0,19012,1274,115,6356,2065,0,387,840,3992,25670,3057
"g60",2652,3339,815,5,603,10815,2945,3516,4205,17492,4977,5372,87700,28374,3368,966,51981,12940,274,1800
"g61",51325,12658,90259,29882,22558,34952,33320,72408,31834,40262,20506,61559,30837,22592,102268,22710,11348,109732,78346,141855
"g62",19756,59084,24049,7321,18587,17577,37856,119583,1113,19236,8640,23948,5014,22918,18972,9108,3729,21279,31757,142445
"g63",87986,53793,102272,86260,121305,113801,83925,135554,55252,46464,539585,205417,150228,72122,91996,59318,191748,295578,186530,635039
"g64",8035,24187,6366,5944,17647,26274,25574,10469,11138,9601,184790,78992,56524,10874,19700,9004,37589,53470,13371,7326
"g65",610,524,3531,238,487,1502,195,1434,2329,702,268,2534,1199,623,359,215,980,254,7713,768
"g66",553,432,867,4,90,558,315,88,254,106,570,1046,1145,1052,413,190,1409,120,627,2598
"g67",28715,4281,20701,4082,20558,2099,80062,30101,19265,15074,19805,47203,24145,26676,3178,2902,17597,33353,79637,1880
"g68",2622,210897,25262,37376,27594,197794,113201,122421,72320,3361,50121,118516,62388,5626,39047,210329,97898,102515,45250,109088
"g69",23507,30707,20382,35166,44408,46727,41390,170693,18371,17917,28596,5147,34998,16350,31556,8281,63440,64195,56717,64542
"g70",5075,54345,347,2950,24401,34945,26274,1966,3387,1139,690,18409,83912,142,4980,2119,182888,34539,592,53634
"g71",310787,177307,225120,332284,182659,173240,389739,102424,288497,151208,195638,269343,205294,141332,44045,129507,119426,244017,161615,177509
"g72",49445,60603,53346,35936,65831,61547,57914,61901,55995,53294,71903,87789,69232,65822,182723,42697,34860,123022,173435,157256
"g73",137961,171448,152524,147730,130241,131151,117397,160407,112526,138061,225813,106015,174225,86101,161234,66075,128268,196830,70734,147666
"g74",139456,145930,72845,118499,163754,150957,199332,207907,137045,206316,101886,102310,162514,87448,146885,118913,225114,215668,106516,440916
"g75",23467,34687,28227,20219,15980,20575,38926,26657,17249,31871,51746,57412,61462,33742,79767,25443,96246,62518,93610,71412
"g76",67284,114760,123394,96330,111939,52754,80496,112209,77872,148615,209370,69316,131363,91389,129420,49040,109262,90228,183976,190605
"g77",44387,74247,84224,56996,81648,46480,51963,39795,74509,130696,172072,111931,379614,138220,201528,111382,135120,431058,182355,69491
"g78",9818,4049,5946,11283,9915,528,27318,8840,4968,43155,7834,1095,13163,19796,3615,7231,16702,2270,17827,10642
"g79",425,265,334,142,178,780,363,323,202,510,212,139,138,316,354,99,389,449,266,440
"g80",182,92,616,9,201,249,201,18,102,224,2346,285,299,293,205,119,533,102,1306,1462
"g81",1816,4357,1799,611,5852,866,2520,4045,1236,3531,6807,3774,1640,2754,3926,866,9160,7041,2892,5622
"g82",75580,91669,64390,48560,53913,38862,92856,89763,73856,62256,87633,47154,79316,26053,82110,27206,93316,67194,76888,153032
"g83",58825,57344,23326,61580,95869,68885,39905,25796,81193,74083,36188,8268,43713,71615,55424,28766,71270,214536,107566,74786
"g84",1002,233,1076,7470,370,22,175,3474,1332,1557,2634,2434,1371,3134,2514,5912,1504,5502,13864,920
"g85",104930,140278,104780,149282,81505,197225,154174,139568,62711,98570,151418,185861,100732,65654,284842,108541,225753,332973,284036,382984
"g86",1377,12975,1704,1812,1916,21354,128,1386,3256,12279,456,503,11321,11037,15305,110,3453,2720,8606,0
"g87",47047,64020,37495,35528,31361,39897,46623,42391,40017,38352,22475,41934,31377,44762,38008,18246,22017,36170,50028,46964
