"","sample2","sample27","sample79","sample76","sample31","sample34","sample39","sample44","sample43","sample69","sample36","sample74","sample1","sample50","sample108","sample58","sample80","sample85","sample3","sample35","sample112","sample137","sample189","sample186","sample141","sample144","sample149","sample154","sample153","sample179","sample146","sample184","sample111","sample160","sample218","sample168","sample190","sample195","sample113","sample145"
"NDC80",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,3,3,4,1,2,2,5,4,2,3,4,1,2,2,5
"CBFB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,2,2,4,3,1,5,1,2,3,2,3,4,1,2,1,2
"BDH1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,5,2,1,2,2,3,6,2,4,5,3,2,2,5
"HS6ST2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,5,2,1,2,2,3,3,2,3,2,2,2,2,3
"NPAS2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,4,3,1,2,2,3,4,2,3,2,2,2,1,4
"LINC02605",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,3,4,3,6,5,2,2,2,4,5,2,6,4,2,5,2,5
"AL121929.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,3,1,1,2,3,2,2,3,2,2,2,3,2
"B3GLCT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,1,2,2,1,2,2,2,3,2,3,2,2,2,2,4
"CLIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,2,4,4,2,2,2,3,3,2,4,2,2,2,2,3
"RABL2A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,4,2,2,3,2,1,2,1,3,5,2,3,2,1,2,2,4
"AL096701.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,2,2,5,3,1,2,2,3,2,1,2,6,2,2,2,3
"JMJD7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,6,3,2,1,2,2,2,2,2,1,2,1,2,2
"AL359762.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,5,2,1,2,2,3,4,2,2,3,2,2,2,6
"CNIH2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,3,3,2,0,2,4,3,2,3,3,2,2,2,5
"ACAD9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,5,2,2,5,3,2,2,2,3,6,2,3,3,2,2,2,4
"AC021491.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,6,2,3,6,6,1,2,2,2,4,2,4,3,2,1,2,6
"FGFRL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,1,2,1,2,2,3,3,5,4,2,1,2,2,3
"AL158206.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,1,1,2,3,2,2,3,4,2,1,2,2
"CPB2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,2,0,1,1,2,2,3,2,1,3,2,2,2,3
"LINC01115",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,3,3,3,3,2,3,6,2,3,3,1,2,2,5
"AC018665.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,4,2,3,6,2,1,3,3,2,6,2,3,4,2,1,2,6
"AAK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,3,3,3,1,3,3,3,5,2,3,3,1,2,2,3
"DYRK1A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,4,3,2,1,2,2,4,2,3,2,2,2,2,6
"CACNA1E",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,2,6,6,4,3,2,5,6,3,5,6,4,2,2,6,4
"MPP6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,5,4,2,2,3,5,4,2,3,2,3,3,2,3
"AC022893.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,4,3,3,6,5,2,2,2,4,6,2,6,4,2,4,2,5
"TBX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,1,4,3,1,2,2,3,3,2,2,3,2,2,2,3
